Barcode	Total
R05_C12W1_1	0
R05_C12W1_2	0
P21502_101_C12W1_1*	0
P21502_101_C12W1_2	0
P21502_102_C12W1_1	0
P21502_102_C12W1_2	0
P21502_103_C12W1_1	0
P21502_103_C12W1_2**	138
P21502_104_C12W1_1	0
P21502_104_C12W1_2	0
P21502_105_C12W1_1	0
P21502_105_C12W1_2	0
P21502_106_C12W1_1	0
P21502_106_C12W1_2	0
P21502_108_C12W1_1*	144
P21502_108_C12W1_2	0
P21502_109_C12W1_1	0
P21502_109_C12W1_2	0
P21502_111_C12W1_1	0
P21502_111_C12W1_2	0
P21502_112_C12W1_1	0
P21502_112_C12W1_2**	138
P21502_113_C12W1_1	0
P21502_113_C12W1_2	0
P21502_114_C12W1_1	0
P21502_114_C12W1_2	0
P21502_116_C12W1_1*	188
P21502_116_C12W1_2	0
P21502_117_C12W1_1	0
P21502_117_C12W1_2	0
P21502_118_C12W1_1	0
P21502_118_C12W1_2	0
P21502_119_C12W1_1	0
P21502_119_C12W1_2	0
P21502_119_C12W1_3	0
P21502_120_C12W1_1	0
P21502_120_C12W1_2	0
P21502_121_C12W1_1	0
P21502_121_C12W1_2**	107
P21502_122_C12W1_1	0
P21502_122_C12W1_2	0
P21502_123_C12W1_1	0
P21502_123_C12W1_2	0
P21502_124_C12W1_1	0
P21502_124_C12W1_2	0
P21502_125_C12W1_1	0
P21502_125_C12W1_2	0
P21502_126_C12W1_1	0
P21502_126_C12W1_2	0
P21502_127_C12W1_1*	448
P21502_127_C12W1_2	0
P21502_128_C12W1_1	0
P21502_128_C12W1_2	0
P21502_107_C12W1_1*	0
P21502_107_C12W1_2	0
P21502_110_C12W1_1	0
P21502_110_C12W1_2**	107
P21502_129_C12W1_1	326
P21502_129_C12W1_2	374
P21502_130_C12W1_1	1155
P21502_130_C12W1_2	320
P21502_131_C12W1_1	115
P21502_131_C12W1_2	118
P21502_132_C12W1_1	299
P21502_132_C12W1_2	59
P21502_133_C12W1_1	128
P21502_133_C12W1_2	90
P21502_134_C12W1_1	498
P21502_134_C12W1_2	77
P21502_135_C12W1_1	156
P21502_135_C12W1_2	161
P21502_136_C12W1_1	107
P21502_136_C12W1_2**	138
P21502_137_C12W1_1	515
P21502_137_C12W1_2	524
P21502_138_C12W1_1	190
P21502_138_C12W1_2	71
P21502_139_C12W1_1	269
P21502_139_C12W1_2	172
P21502_140_C12W1_1	201
P21502_140_C12W1_2	187
P21502_141_C12W1_1	175
P21502_141_C12W1_2	182
P21502_141_C12W1_3	231
P21502_142_C12W1_1	441
P21502_142_C12W1_2*	448
P21502_143_C12W1_1	199
P21502_143_C12W1_2	176
P21502_144_C12W1_1	152
P21502_144_C12W1_2	153
P21502_145_C12W1_1	280
P21502_145_C12W1_2*	188
P21502_146_C12W1_1	259
P21502_146_C12W1_2	259
P21502_147_C12W1_1*	144
P21502_147_C12W1_2	118
P21502_148_C12W1_1	1554
P21502_148_C12W1_2	1135
P21502_149_C12W1_1	303
P21502_149_C12W1_2	179
P21502_150_C12W1_1	277
P21502_150_C12W1_2	240
P21502_151_C12W1_1	116
P21502_151_C12W1_2	99
P21502_152_C12W1_1**	107
P21502_152_C12W1_2	59
P21502_153_C12W1_1	391
P21502_153_C12W1_2	330
P21502_154_C12W1_1	110
P21502_154_C12W1_2	48
P21502_155_C12W1_1	107
P21502_155_C12W1_2	80
P21502_156_C12W1_1	243
P21502_156_C12W1_2	88
Unknown1_VGx_C12W1_1	120
Unknown1_VGx_C12W1_2	119
Unknown2_VGy_C12W1_1	114
Unknown2_VGy_C12W1_2	94
