Barcode	Total
R05_C12W1_1	0
R05_C12W1_2	0
P21502_101_C12W1_1*	0
P21502_101_C12W1_2	0
P21502_102_C12W1_1	0
P21502_102_C12W1_2	0
P21502_103_C12W1_1	0
P21502_103_C12W1_2**	46
P21502_104_C12W1_1	0
P21502_104_C12W1_2	0
P21502_105_C12W1_1	0
P21502_105_C12W1_2	0
P21502_106_C12W1_1	0
P21502_106_C12W1_2	0
P21502_108_C12W1_1*	17
P21502_108_C12W1_2	0
P21502_109_C12W1_1	0
P21502_109_C12W1_2	0
P21502_111_C12W1_1	0
P21502_111_C12W1_2	0
P21502_112_C12W1_1	0
P21502_112_C12W1_2**	46
P21502_113_C12W1_1	0
P21502_113_C12W1_2	0
P21502_114_C12W1_1	0
P21502_114_C12W1_2	0
P21502_116_C12W1_1*	160
P21502_116_C12W1_2	0
P21502_117_C12W1_1	0
P21502_117_C12W1_2	0
P21502_118_C12W1_1	0
P21502_118_C12W1_2	0
P21502_119_C12W1_1	0
P21502_119_C12W1_2	0
P21502_119_C12W1_3	0
P21502_120_C12W1_1	0
P21502_120_C12W1_2	0
P21502_121_C12W1_1	0
P21502_121_C12W1_2**	77
P21502_122_C12W1_1	0
P21502_122_C12W1_2	0
P21502_123_C12W1_1	0
P21502_123_C12W1_2	0
P21502_124_C12W1_1	0
P21502_124_C12W1_2	0
P21502_125_C12W1_1	0
P21502_125_C12W1_2	0
P21502_126_C12W1_1	0
P21502_126_C12W1_2	0
P21502_127_C12W1_1*	625
P21502_127_C12W1_2	0
P21502_128_C12W1_1	0
P21502_128_C12W1_2	0
P21502_107_C12W1_1*	0
P21502_107_C12W1_2	0
P21502_110_C12W1_1	0
P21502_110_C12W1_2**	77
P21502_129_C12W1_1	600
P21502_129_C12W1_2	447
P21502_130_C12W1_1	120
P21502_130_C12W1_2	69
P21502_131_C12W1_1	73
P21502_131_C12W1_2	39
P21502_132_C12W1_1	303
P21502_132_C12W1_2	121
P21502_133_C12W1_1	0
P21502_133_C12W1_2	25
P21502_134_C12W1_1	187
P21502_134_C12W1_2	26
P21502_135_C12W1_1	614
P21502_135_C12W1_2	607
P21502_136_C12W1_1	20
P21502_136_C12W1_2**	46
P21502_137_C12W1_1	1073
P21502_137_C12W1_2	1208
P21502_138_C12W1_1	140
P21502_138_C12W1_2	73
P21502_139_C12W1_1	259
P21502_139_C12W1_2	334
P21502_140_C12W1_1	204
P21502_140_C12W1_2	172
P21502_141_C12W1_1	89
P21502_141_C12W1_2	153
P21502_141_C12W1_3	106
P21502_142_C12W1_1	910
P21502_142_C12W1_2*	625
P21502_143_C12W1_1	121
P21502_143_C12W1_2	118
P21502_144_C12W1_1	104
P21502_144_C12W1_2	176
P21502_145_C12W1_1	70
P21502_145_C12W1_2*	160
P21502_146_C12W1_1	16
P21502_146_C12W1_2	19
P21502_147_C12W1_1*	17
P21502_147_C12W1_2	0
P21502_148_C12W1_1	2995
P21502_148_C12W1_2	2042
P21502_149_C12W1_1	0
P21502_149_C12W1_2	0
P21502_150_C12W1_1	65
P21502_150_C12W1_2	61
P21502_151_C12W1_1	1849
P21502_151_C12W1_2	1971
P21502_152_C12W1_1**	77
P21502_152_C12W1_2	221
P21502_153_C12W1_1	0
P21502_153_C12W1_2	0
P21502_154_C12W1_1	0
P21502_154_C12W1_2	0
P21502_155_C12W1_1	0
P21502_155_C12W1_2	0
P21502_156_C12W1_1	818
P21502_156_C12W1_2	102
Unknown1_VGx_C12W1_1	245
Unknown1_VGx_C12W1_2	165
Unknown2_VGy_C12W1_1	19
Unknown2_VGy_C12W1_2	0
