Barcode	Total
R05_C12W1_1	0
R05_C12W1_2	0
P21502_101_C12W1_1*	0
P21502_101_C12W1_2	0
P21502_102_C12W1_1	0
P21502_102_C12W1_2	0
P21502_103_C12W1_1	0
P21502_103_C12W1_2**	358
P21502_104_C12W1_1	0
P21502_104_C12W1_2	0
P21502_105_C12W1_1	0
P21502_105_C12W1_2	0
P21502_106_C12W1_1	0
P21502_106_C12W1_2	0
P21502_108_C12W1_1*	57
P21502_108_C12W1_2	0
P21502_109_C12W1_1	0
P21502_109_C12W1_2	0
P21502_111_C12W1_1	0
P21502_111_C12W1_2	0
P21502_112_C12W1_1	0
P21502_112_C12W1_2**	358
P21502_113_C12W1_1	0
P21502_113_C12W1_2	0
P21502_114_C12W1_1	0
P21502_114_C12W1_2	0
P21502_116_C12W1_1*	325
P21502_116_C12W1_2	0
P21502_117_C12W1_1	0
P21502_117_C12W1_2	0
P21502_118_C12W1_1	0
P21502_118_C12W1_2	0
P21502_119_C12W1_1	0
P21502_119_C12W1_2	0
P21502_119_C12W1_3	0
P21502_120_C12W1_1	0
P21502_120_C12W1_2	0
P21502_121_C12W1_1	0
P21502_121_C12W1_2**	287
P21502_122_C12W1_1	0
P21502_122_C12W1_2	0
P21502_123_C12W1_1	0
P21502_123_C12W1_2	0
P21502_124_C12W1_1	0
P21502_124_C12W1_2	0
P21502_125_C12W1_1	0
P21502_125_C12W1_2	0
P21502_126_C12W1_1	0
P21502_126_C12W1_2	0
P21502_127_C12W1_1*	1291
P21502_127_C12W1_2	0
P21502_128_C12W1_1	0
P21502_128_C12W1_2	0
P21502_107_C12W1_1*	0
P21502_107_C12W1_2	0
P21502_110_C12W1_1	0
P21502_110_C12W1_2**	287
P21502_129_C12W1_1	304
P21502_129_C12W1_2	537
P21502_130_C12W1_1	558
P21502_130_C12W1_2	252
P21502_131_C12W1_1	331
P21502_131_C12W1_2	423
P21502_132_C12W1_1	832
P21502_132_C12W1_2	386
P21502_133_C12W1_1	257
P21502_133_C12W1_2	130
P21502_134_C12W1_1	376
P21502_134_C12W1_2	100
P21502_135_C12W1_1	2097
P21502_135_C12W1_2	1806
P21502_136_C12W1_1	260
P21502_136_C12W1_2**	358
P21502_137_C12W1_1	1550
P21502_137_C12W1_2	1734
P21502_138_C12W1_1	663
P21502_138_C12W1_2	390
P21502_139_C12W1_1	1098
P21502_139_C12W1_2	664
P21502_140_C12W1_1	796
P21502_140_C12W1_2	965
P21502_141_C12W1_1	624
P21502_141_C12W1_2	647
P21502_141_C12W1_3	705
P21502_142_C12W1_1	1579
P21502_142_C12W1_2*	1291
P21502_143_C12W1_1	107
P21502_143_C12W1_2	260
P21502_144_C12W1_1	189
P21502_144_C12W1_2	139
P21502_145_C12W1_1	300
P21502_145_C12W1_2*	325
P21502_146_C12W1_1	62
P21502_146_C12W1_2	63
P21502_147_C12W1_1*	57
P21502_147_C12W1_2	0
P21502_148_C12W1_1	2866
P21502_148_C12W1_2	2219
P21502_149_C12W1_1	29
P21502_149_C12W1_2	97
P21502_150_C12W1_1	544
P21502_150_C12W1_2	364
P21502_151_C12W1_1	5057
P21502_151_C12W1_2	5201
P21502_152_C12W1_1**	287
P21502_152_C12W1_2	473
P21502_153_C12W1_1	0
P21502_153_C12W1_2	0
P21502_154_C12W1_1	0
P21502_154_C12W1_2	0
P21502_155_C12W1_1	0
P21502_155_C12W1_2	0
P21502_156_C12W1_1	1268
P21502_156_C12W1_2	514
Unknown1_VGx_C12W1_1	1396
Unknown1_VGx_C12W1_2	959
Unknown2_VGy_C12W1_1	29
Unknown2_VGy_C12W1_2	67
