Barcode	Total
R05_C12W1_1	0
R05_C12W1_2	0
P21502_101_C12W1_1*	0
P21502_101_C12W1_2	0
P21502_102_C12W1_1	0
P21502_102_C12W1_2	0
P21502_103_C12W1_1	0
P21502_103_C12W1_2**	690
P21502_104_C12W1_1	0
P21502_104_C12W1_2	0
P21502_105_C12W1_1	0
P21502_105_C12W1_2	0
P21502_106_C12W1_1	0
P21502_106_C12W1_2	0
P21502_108_C12W1_1*	613
P21502_108_C12W1_2	0
P21502_109_C12W1_1	0
P21502_109_C12W1_2	0
P21502_111_C12W1_1	0
P21502_111_C12W1_2	0
P21502_112_C12W1_1	0
P21502_112_C12W1_2**	690
P21502_113_C12W1_1	0
P21502_113_C12W1_2	0
P21502_114_C12W1_1	0
P21502_114_C12W1_2	0
P21502_116_C12W1_1*	841
P21502_116_C12W1_2	0
P21502_117_C12W1_1	0
P21502_117_C12W1_2	0
P21502_118_C12W1_1	0
P21502_118_C12W1_2	0
P21502_119_C12W1_1	0
P21502_119_C12W1_2	0
P21502_119_C12W1_3	0
P21502_120_C12W1_1	0
P21502_120_C12W1_2	0
P21502_121_C12W1_1	0
P21502_121_C12W1_2**	239
P21502_122_C12W1_1	0
P21502_122_C12W1_2	0
P21502_123_C12W1_1	0
P21502_123_C12W1_2	0
P21502_124_C12W1_1	0
P21502_124_C12W1_2	0
P21502_125_C12W1_1	0
P21502_125_C12W1_2	0
P21502_126_C12W1_1	0
P21502_126_C12W1_2	0
P21502_127_C12W1_1*	1518
P21502_127_C12W1_2	0
P21502_128_C12W1_1	0
P21502_128_C12W1_2	0
P21502_107_C12W1_1*	0
P21502_107_C12W1_2	0
P21502_110_C12W1_1	0
P21502_110_C12W1_2**	239
P21502_129_C12W1_1	1445
P21502_129_C12W1_2	1119
P21502_130_C12W1_1	4668
P21502_130_C12W1_2	935
P21502_131_C12W1_1	454
P21502_131_C12W1_2	568
P21502_132_C12W1_1	371
P21502_132_C12W1_2	147
P21502_133_C12W1_1	276
P21502_133_C12W1_2	305
P21502_134_C12W1_1	966
P21502_134_C12W1_2	410
P21502_135_C12W1_1	589
P21502_135_C12W1_2	839
P21502_136_C12W1_1	548
P21502_136_C12W1_2**	690
P21502_137_C12W1_1	1841
P21502_137_C12W1_2	1329
P21502_138_C12W1_1	362
P21502_138_C12W1_2	364
P21502_139_C12W1_1	888
P21502_139_C12W1_2	600
P21502_140_C12W1_1	748
P21502_140_C12W1_2	740
P21502_141_C12W1_1	548
P21502_141_C12W1_2	619
P21502_141_C12W1_3	778
P21502_142_C12W1_1	1955
P21502_142_C12W1_2*	1518
P21502_143_C12W1_1	466
P21502_143_C12W1_2	520
P21502_144_C12W1_1	514
P21502_144_C12W1_2	450
P21502_145_C12W1_1	796
P21502_145_C12W1_2*	841
P21502_146_C12W1_1	1006
P21502_146_C12W1_2	806
P21502_147_C12W1_1*	613
P21502_147_C12W1_2	345
P21502_148_C12W1_1	6169
P21502_148_C12W1_2	3836
P21502_149_C12W1_1	711
P21502_149_C12W1_2	952
P21502_150_C12W1_1	1055
P21502_150_C12W1_2	1011
P21502_151_C12W1_1	628
P21502_151_C12W1_2	595
P21502_152_C12W1_1**	239
P21502_152_C12W1_2	78
P21502_153_C12W1_1	1004
P21502_153_C12W1_2	1564
P21502_154_C12W1_1	381
P21502_154_C12W1_2	167
P21502_155_C12W1_1	380
P21502_155_C12W1_2	348
P21502_156_C12W1_1	541
P21502_156_C12W1_2	352
Unknown1_VGx_C12W1_1	504
Unknown1_VGx_C12W1_2	414
Unknown2_VGy_C12W1_1	475
Unknown2_VGy_C12W1_2	411
