Barcode	Total
R05_C12W1_1	0
R05_C12W1_2	0
P21502_101_C12W1_1*	0
P21502_101_C12W1_2	0
P21502_102_C12W1_1	0
P21502_102_C12W1_2	0
P21502_103_C12W1_1	0
P21502_103_C12W1_2**	325
P21502_104_C12W1_1	0
P21502_104_C12W1_2	0
P21502_105_C12W1_1	0
P21502_105_C12W1_2	0
P21502_106_C12W1_1	0
P21502_106_C12W1_2	0
P21502_108_C12W1_1*	191
P21502_108_C12W1_2	0
P21502_109_C12W1_1	0
P21502_109_C12W1_2	0
P21502_111_C12W1_1	0
P21502_111_C12W1_2	0
P21502_112_C12W1_1	0
P21502_112_C12W1_2**	325
P21502_113_C12W1_1	0
P21502_113_C12W1_2	0
P21502_114_C12W1_1	0
P21502_114_C12W1_2	0
P21502_116_C12W1_1*	126
P21502_116_C12W1_2	0
P21502_117_C12W1_1	0
P21502_117_C12W1_2	0
P21502_118_C12W1_1	0
P21502_118_C12W1_2	0
P21502_119_C12W1_1	0
P21502_119_C12W1_2	0
P21502_119_C12W1_3	0
P21502_120_C12W1_1	0
P21502_120_C12W1_2	0
P21502_121_C12W1_1	0
P21502_121_C12W1_2**	89
P21502_122_C12W1_1	0
P21502_122_C12W1_2	0
P21502_123_C12W1_1	0
P21502_123_C12W1_2	0
P21502_124_C12W1_1	0
P21502_124_C12W1_2	0
P21502_125_C12W1_1	0
P21502_125_C12W1_2	0
P21502_126_C12W1_1	0
P21502_126_C12W1_2	0
P21502_127_C12W1_1*	381
P21502_127_C12W1_2	0
P21502_128_C12W1_1	0
P21502_128_C12W1_2	0
P21502_107_C12W1_1*	0
P21502_107_C12W1_2	0
P21502_110_C12W1_1	0
P21502_110_C12W1_2**	89
P21502_129_C12W1_1	720
P21502_129_C12W1_2	611
P21502_130_C12W1_1	1996
P21502_130_C12W1_2	119
P21502_131_C12W1_1	309
P21502_131_C12W1_2	266
P21502_132_C12W1_1	100
P21502_132_C12W1_2	24
P21502_133_C12W1_1	310
P21502_133_C12W1_2	23
P21502_134_C12W1_1	556
P21502_134_C12W1_2	289
P21502_135_C12W1_1	148
P21502_135_C12W1_2	227
P21502_136_C12W1_1	238
P21502_136_C12W1_2**	325
P21502_137_C12W1_1	947
P21502_137_C12W1_2	558
P21502_138_C12W1_1	120
P21502_138_C12W1_2	211
P21502_139_C12W1_1	219
P21502_139_C12W1_2	150
P21502_140_C12W1_1	113
P21502_140_C12W1_2	332
P21502_141_C12W1_1	105
P21502_141_C12W1_2	407
P21502_141_C12W1_3	191
P21502_142_C12W1_1	638
P21502_142_C12W1_2*	381
P21502_143_C12W1_1	234
P21502_143_C12W1_2	331
P21502_144_C12W1_1	114
P21502_144_C12W1_2	110
P21502_145_C12W1_1	558
P21502_145_C12W1_2*	126
P21502_146_C12W1_1	317
P21502_146_C12W1_2	480
P21502_147_C12W1_1*	191
P21502_147_C12W1_2	67
P21502_148_C12W1_1	1560
P21502_148_C12W1_2	584
P21502_149_C12W1_1	372
P21502_149_C12W1_2	418
P21502_150_C12W1_1	347
P21502_150_C12W1_2	705
P21502_151_C12W1_1	343
P21502_151_C12W1_2	45
P21502_152_C12W1_1**	89
P21502_152_C12W1_2	0
P21502_153_C12W1_1	387
P21502_153_C12W1_2	584
P21502_154_C12W1_1	69
P21502_154_C12W1_2	43
P21502_155_C12W1_1	274
P21502_155_C12W1_2	240
P21502_156_C12W1_1	210
P21502_156_C12W1_2	91
Unknown1_VGx_C12W1_1	173
Unknown1_VGx_C12W1_2	69
Unknown2_VGy_C12W1_1	394
Unknown2_VGy_C12W1_2	84
