Barcode	Total	Primer 1	Primer 2
R05_C12W1_1	0	0	0
R05_C12W1_2	0	0	0
P21502_101_C12W1_1*	0	0	0
P21502_101_C12W1_2	1	0	1
P21502_102_C12W1_1	0	0	0
P21502_102_C12W1_2	0	0	0
P21502_103_C12W1_1	0	0	0
P21502_103_C12W1_2**	33	11	22
P21502_104_C12W1_1	0	0	0
P21502_104_C12W1_2	0	0	0
P21502_105_C12W1_1	0	0	0
P21502_105_C12W1_2	0	0	0
P21502_106_C12W1_1	0	0	0
P21502_106_C12W1_2	0	0	0
P21502_108_C12W1_1*	10	4	6
P21502_108_C12W1_2	0	0	0
P21502_109_C12W1_1	0	0	0
P21502_109_C12W1_2	0	0	0
P21502_111_C12W1_1	0	0	0
P21502_111_C12W1_2	0	0	0
P21502_112_C12W1_1	0	0	0
P21502_112_C12W1_2**	33	11	22
P21502_113_C12W1_1	1	1	0
P21502_113_C12W1_2	0	0	0
P21502_114_C12W1_1	0	0	0
P21502_114_C12W1_2	0	0	0
P21502_116_C12W1_1*	103	39	64
P21502_116_C12W1_2	0	0	0
P21502_117_C12W1_1	0	0	0
P21502_117_C12W1_2	0	0	0
P21502_118_C12W1_1	0	0	0
P21502_118_C12W1_2	0	0	0
P21502_119_C12W1_1	0	0	0
P21502_119_C12W1_2	0	0	0
P21502_119_C12W1_3	1	0	1
P21502_120_C12W1_1	0	0	0
P21502_120_C12W1_2	0	0	0
P21502_121_C12W1_1	0	0	0
P21502_121_C12W1_2**	47	20	27
P21502_122_C12W1_1	0	0	0
P21502_122_C12W1_2	0	0	0
P21502_123_C12W1_1	0	0	0
P21502_123_C12W1_2	0	0	0
P21502_124_C12W1_1	0	0	0
P21502_124_C12W1_2	1	1	0
P21502_125_C12W1_1	0	0	0
P21502_125_C12W1_2	0	0	0
P21502_126_C12W1_1	0	0	0
P21502_126_C12W1_2	0	0	0
P21502_127_C12W1_1*	405	168	237
P21502_127_C12W1_2	0	0	0
P21502_128_C12W1_1	0	0	0
P21502_128_C12W1_2	0	0	0
P21502_107_C12W1_1*	0	0	0
P21502_107_C12W1_2	0	0	0
P21502_110_C12W1_1	0	0	0
P21502_110_C12W1_2**	47	20	27
P21502_129_C12W1_1	376	160	216
P21502_129_C12W1_2	294	129	165
P21502_130_C12W1_1	75	31	44
P21502_130_C12W1_2	43	9	34
P21502_131_C12W1_1	53	20	33
P21502_131_C12W1_2	28	9	19
P21502_132_C12W1_1	197	89	108
P21502_132_C12W1_2	69	22	47
P21502_133_C12W1_1	8	3	5
P21502_133_C12W1_2	15	5	10
P21502_134_C12W1_1	112	53	59
P21502_134_C12W1_2	18	6	12
P21502_135_C12W1_1	377	173	204
P21502_135_C12W1_2	386	159	227
P21502_136_C12W1_1	11	2	9
P21502_136_C12W1_2**	33	11	22
P21502_137_C12W1_1	711	298	413
P21502_137_C12W1_2	751	298	453
P21502_138_C12W1_1	101	40	61
P21502_138_C12W1_2	47	20	27
P21502_139_C12W1_1	155	69	86
P21502_139_C12W1_2	216	108	108
P21502_140_C12W1_1	136	69	67
P21502_140_C12W1_2	100	41	59
P21502_141_C12W1_1	43	22	21
P21502_141_C12W1_2	104	46	58
P21502_141_C12W1_3	78	35	43
P21502_142_C12W1_1	555	252	303
P21502_142_C12W1_2*	405	168	237
P21502_143_C12W1_1	76	34	42
P21502_143_C12W1_2	81	32	49
P21502_144_C12W1_1	61	22	39
P21502_144_C12W1_2	116	55	61
P21502_145_C12W1_1	44	23	21
P21502_145_C12W1_2*	103	39	64
P21502_146_C12W1_1	9	3	6
P21502_146_C12W1_2	11	5	6
P21502_147_C12W1_1*	10	4	6
P21502_147_C12W1_2	0	0	0
P21502_148_C12W1_1	1907	810	1097
P21502_148_C12W1_2	1313	558	755
P21502_149_C12W1_1	0	0	0
P21502_149_C12W1_2	1	0	1
P21502_150_C12W1_1	41	11	30
P21502_150_C12W1_2	38	16	22
P21502_151_C12W1_1	1136	470	666
P21502_151_C12W1_2	1233	510	723
P21502_152_C12W1_1**	47	20	27
P21502_152_C12W1_2	130	53	77
P21502_153_C12W1_1	0	0	0
P21502_153_C12W1_2	0	0	0
P21502_154_C12W1_1	0	0	0
P21502_154_C12W1_2	2	1	1
P21502_155_C12W1_1	0	0	0
P21502_155_C12W1_2	3	2	1
P21502_156_C12W1_1	468	188	280
P21502_156_C12W1_2	67	29	38
Unknown1_VGx_C12W1_1	146	67	79
Unknown1_VGx_C12W1_2	110	47	63
Unknown1_VGy_C12W1_1	13	5	8
Unknown1_VGy_C12W1_2	4	1	3
