Barcode	Total	Primer 1	Primer 2
R05_C12W1_1	0	0	0
R05_C12W1_2	0	0	0
P21502_101_C12W1_1*	0	0	0
P21502_101_C12W1_2	0	0	0
P21502_102_C12W1_1	0	0	0
P21502_102_C12W1_2	0	0	0
P21502_103_C12W1_1	0	0	0
P21502_103_C12W1_2**	35	12	23
P21502_104_C12W1_1	0	0	0
P21502_104_C12W1_2	0	0	0
P21502_105_C12W1_1	0	0	0
P21502_105_C12W1_2	0	0	0
P21502_106_C12W1_1	0	0	0
P21502_106_C12W1_2	1	0	1
P21502_108_C12W1_1*	0	0	0
P21502_108_C12W1_2	0	0	0
P21502_109_C12W1_1	0	0	0
P21502_109_C12W1_2	0	0	0
P21502_111_C12W1_1	0	0	0
P21502_111_C12W1_2	0	0	0
P21502_112_C12W1_1	0	0	0
P21502_112_C12W1_2**	35	12	23
P21502_113_C12W1_1	0	0	0
P21502_113_C12W1_2	0	0	0
P21502_114_C12W1_1	0	0	0
P21502_114_C12W1_2	0	0	0
P21502_116_C12W1_1*	54	27	27
P21502_116_C12W1_2	0	0	0
P21502_117_C12W1_1	0	0	0
P21502_117_C12W1_2	0	0	0
P21502_118_C12W1_1	0	0	0
P21502_118_C12W1_2	0	0	0
P21502_119_C12W1_1	0	0	0
P21502_119_C12W1_2	0	0	0
P21502_119_C12W1_3	0	0	0
P21502_120_C12W1_1	0	0	0
P21502_120_C12W1_2	0	0	0
P21502_121_C12W1_1	1	1	0
P21502_121_C12W1_2**	71	34	37
P21502_122_C12W1_1	0	0	0
P21502_122_C12W1_2	0	0	0
P21502_123_C12W1_1	0	0	0
P21502_123_C12W1_2	0	0	0
P21502_124_C12W1_1	0	0	0
P21502_124_C12W1_2	0	0	0
P21502_125_C12W1_1	0	0	0
P21502_125_C12W1_2	0	0	0
P21502_126_C12W1_1	0	0	0
P21502_126_C12W1_2	0	0	0
P21502_127_C12W1_1*	272	122	150
P21502_127_C12W1_2	0	0	0
P21502_128_C12W1_1	0	0	0
P21502_128_C12W1_2	0	0	0
P21502_107_C12W1_1*	0	0	0
P21502_107_C12W1_2	0	0	0
P21502_110_C12W1_1	0	0	0
P21502_110_C12W1_2**	71	34	37
P21502_129_C12W1_1	88	33	55
P21502_129_C12W1_2	141	60	81
P21502_130_C12W1_1	107	38	69
P21502_130_C12W1_2	15	7	8
P21502_131_C12W1_1	42	15	27
P21502_131_C12W1_2	40	17	23
P21502_132_C12W1_1	169	82	87
P21502_132_C12W1_2	41	21	20
P21502_133_C12W1_1	29	12	17
P21502_133_C12W1_2	62	24	38
P21502_134_C12W1_1	47	16	31
P21502_134_C12W1_2	18	6	12
P21502_135_C12W1_1	261	109	152
P21502_135_C12W1_2	241	96	145
P21502_136_C12W1_1	29	15	14
P21502_136_C12W1_2**	35	12	23
P21502_137_C12W1_1	341	141	200
P21502_137_C12W1_2	324	138	186
P21502_138_C12W1_1	108	40	68
P21502_138_C12W1_2	62	26	36
P21502_139_C12W1_1	117	47	70
P21502_139_C12W1_2	118	32	86
P21502_140_C12W1_1	63	23	40
P21502_140_C12W1_2	93	38	55
P21502_141_C12W1_1	145	63	82
P21502_141_C12W1_2	83	25	58
P21502_141_C12W1_3	49	20	29
P21502_142_C12W1_1	340	147	193
P21502_142_C12W1_2*	272	122	150
P21502_143_C12W1_1	58	27	31
P21502_143_C12W1_2	36	22	14
P21502_144_C12W1_1	47	13	34
P21502_144_C12W1_2	29	12	17
P21502_145_C12W1_1	149	67	82
P21502_145_C12W1_2*	54	27	27
P21502_146_C12W1_1	1	0	1
P21502_146_C12W1_2	9	5	4
P21502_147_C12W1_1*	0	0	0
P21502_147_C12W1_2	14	7	7
P21502_148_C12W1_1	581	272	309
P21502_148_C12W1_2	701	289	412
P21502_149_C12W1_1	13	8	5
P21502_149_C12W1_2	7	3	4
P21502_150_C12W1_1	40	18	22
P21502_150_C12W1_2	24	10	14
P21502_151_C12W1_1	1028	409	619
P21502_151_C12W1_2	737	291	446
P21502_152_C12W1_1**	71	34	37
P21502_152_C12W1_2	30	15	15
P21502_153_C12W1_1	0	0	0
P21502_153_C12W1_2	0	0	0
P21502_154_C12W1_1	0	0	0
P21502_154_C12W1_2	2	1	1
P21502_155_C12W1_1	1	0	1
P21502_155_C12W1_2	0	0	0
P21502_156_C12W1_1	198	75	123
P21502_156_C12W1_2	88	36	52
Unknown1_VGx_C12W1_1	111	48	63
Unknown1_VGx_C12W1_2	183	64	119
Unknown1_VGy_C12W1_1	16	7	9
Unknown1_VGy_C12W1_2	0	0	0
