Barcode	Total	Primer 1	Primer 2
R05_C12W1_1	0	0	0
R05_C12W1_2	0	0	0
P21502_101_C12W1_1*	0	0	0
P21502_101_C12W1_2	4	1	3
P21502_102_C12W1_1	2	1	1
P21502_102_C12W1_2	0	0	0
P21502_103_C12W1_1	0	0	0
P21502_103_C12W1_2**	404	155	249
P21502_104_C12W1_1	0	0	0
P21502_104_C12W1_2	0	0	0
P21502_105_C12W1_1	0	0	0
P21502_105_C12W1_2	0	0	0
P21502_106_C12W1_1	0	0	0
P21502_106_C12W1_2	1	0	1
P21502_108_C12W1_1*	389	142	247
P21502_108_C12W1_2	2	0	2
P21502_109_C12W1_1	0	0	0
P21502_109_C12W1_2	0	0	0
P21502_111_C12W1_1	2	2	0
P21502_111_C12W1_2	0	0	0
P21502_112_C12W1_1	0	0	0
P21502_112_C12W1_2**	404	155	249
P21502_113_C12W1_1	3	2	1
P21502_113_C12W1_2	0	0	0
P21502_114_C12W1_1	0	0	0
P21502_114_C12W1_2	0	0	0
P21502_116_C12W1_1*	453	181	272
P21502_116_C12W1_2	0	0	0
P21502_117_C12W1_1	0	0	0
P21502_117_C12W1_2	0	0	0
P21502_118_C12W1_1	0	0	0
P21502_118_C12W1_2	1	0	1
P21502_119_C12W1_1	1	1	0
P21502_119_C12W1_2	2	0	2
P21502_119_C12W1_3	1	0	1
P21502_120_C12W1_1	0	0	0
P21502_120_C12W1_2	0	0	0
P21502_121_C12W1_1	1	1	0
P21502_121_C12W1_2**	148	71	77
P21502_122_C12W1_1	0	0	0
P21502_122_C12W1_2	0	0	0
P21502_123_C12W1_1	0	0	0
P21502_123_C12W1_2	0	0	0
P21502_124_C12W1_1	0	0	0
P21502_124_C12W1_2	3	0	3
P21502_125_C12W1_1	0	0	0
P21502_125_C12W1_2	0	0	0
P21502_126_C12W1_1	0	0	0
P21502_126_C12W1_2	0	0	0
P21502_127_C12W1_1*	925	378	547
P21502_127_C12W1_2	0	0	0
P21502_128_C12W1_1	0	0	0
P21502_128_C12W1_2	0	0	0
P21502_107_C12W1_1*	0	0	0
P21502_107_C12W1_2	0	0	0
P21502_110_C12W1_1	0	0	0
P21502_110_C12W1_2**	148	71	77
P21502_129_C12W1_1	769	332	437
P21502_129_C12W1_2	671	301	370
P21502_130_C12W1_1	2408	1009	1399
P21502_130_C12W1_2	581	238	343
P21502_131_C12W1_1	266	123	143
P21502_131_C12W1_2	364	152	212
P21502_132_C12W1_1	242	104	138
P21502_132_C12W1_2	85	32	53
P21502_133_C12W1_1	181	85	96
P21502_133_C12W1_2	188	83	105
P21502_134_C12W1_1	481	206	275
P21502_134_C12W1_2	250	110	140
P21502_135_C12W1_1	357	150	207
P21502_135_C12W1_2	490	208	282
P21502_136_C12W1_1	372	168	204
P21502_136_C12W1_2**	404	155	249
P21502_137_C12W1_1	1114	441	673
P21502_137_C12W1_2	699	292	407
P21502_138_C12W1_1	212	82	130
P21502_138_C12W1_2	238	100	138
P21502_139_C12W1_1	528	204	324
P21502_139_C12W1_2	373	150	223
P21502_140_C12W1_1	442	177	265
P21502_140_C12W1_2	425	168	257
P21502_141_C12W1_1	352	147	205
P21502_141_C12W1_2	379	147	232
P21502_141_C12W1_3	474	193	281
P21502_142_C12W1_1	1183	509	674
P21502_142_C12W1_2*	925	378	547
P21502_143_C12W1_1	323	134	189
P21502_143_C12W1_2	317	147	170
P21502_144_C12W1_1	321	130	191
P21502_144_C12W1_2	256	120	136
P21502_145_C12W1_1	521	211	310
P21502_145_C12W1_2*	453	181	272
P21502_146_C12W1_1	646	276	370
P21502_146_C12W1_2	520	211	309
P21502_147_C12W1_1*	389	142	247
P21502_147_C12W1_2	216	94	122
P21502_148_C12W1_1	3805	1577	2228
P21502_148_C12W1_2	2271	959	1312
P21502_149_C12W1_1	445	178	267
P21502_149_C12W1_2	573	226	347
P21502_150_C12W1_1	700	279	421
P21502_150_C12W1_2	617	228	389
P21502_151_C12W1_1	381	167	214
P21502_151_C12W1_2	391	173	218
P21502_152_C12W1_1**	148	71	77
P21502_152_C12W1_2	56	20	36
P21502_153_C12W1_1	610	240	370
P21502_153_C12W1_2	989	412	577
P21502_154_C12W1_1	251	108	143
P21502_154_C12W1_2	118	54	64
P21502_155_C12W1_1	248	83	165
P21502_155_C12W1_2	206	77	129
P21502_156_C12W1_1	342	132	210
P21502_156_C12W1_2	233	104	129
Unknown1_VGx_C12W1_1	301	110	191
Unknown1_VGx_C12W1_2	274	121	153
Unknown1_VGy_C12W1_1	283	118	165
Unknown1_VGy_C12W1_2	254	100	154
