Local;strain;Date;Wait time (h);Incubation Position;Light intensity;Control growth rate (day-1);S.D.;RO5 Spation control growth rate (day-1);Start Density (RFU);Concentration;Well position;Growth_rate;Inhibition RAW;Inhibition;Replicate;Running ID
VG1-2;VG1-2_66;10/15/18;4.35;F1;172;1.365673421;0.110366237;1.524951778;0.0053;10.21;B04;0.74;0.4616;0.4616;8;VG_10
VG1-2;VG1-2_66;10/15/18;4.35;F1;172;1.365673421;0.110366237;1.524951778;0.0053;9.45;B05;1.09;0.2047;0.2047;9;VG_10
VG1-2;VG1-2_66;10/15/18;4.35;F1;172;1.365673421;0.110366237;1.524951778;0.0053;8.75;C01;1.4;-0.0257;-0.0257;10;VG_10
VG1-2;VG1-2_66;10/15/18;4.35;F1;172;1.365673421;0.110366237;1.524951778;0.0053;8.1;C02;1.41;-0.0328;-0.0328;11;VG_10
VG1-2;VG1-2_66;10/15/18;4.35;F1;172;1.365673421;0.110366237;1.524951778;0.0053;7.5;C05;1.29;0.0585;0.0585;12;VG_10
VG1-2;VG1-2_66;10/15/18;4.35;F1;172;1.365673421;0.110366237;1.524951778;0.0053;15;C06;NA;NA;1;3;VG_10
VG1-2;VG1-2_66;10/15/18;4.35;F1;172;1.365673421;0.110366237;1.524951778;0.0053;12.86;D01;0.62;0.5473;0.5473;5;VG_10
VG1-2;VG1-2_66;10/15/18;4.35;F1;172;1.365673421;0.110366237;1.524951778;0.0053;11.02;D02;0.99;0.2714;0.2714;7;VG_10
VG1-2;VG1-2_66;10/15/18;4.35;F1;172;1.365673421;0.110366237;1.524951778;0.0053;15;D03;NA;NA;1;3;VG_10
VG1-2;VG1-2_66;10/15/18;4.35;F1;172;1.365673421;0.110366237;1.524951778;0.0053;12.86;D04;0.22;0.8402;0.8402;5;VG_10
VG1-2;VG1-2_66;10/15/18;4.35;F1;172;1.365673421;0.110366237;1.524951778;0.0053;11.02;D05;1.01;0.2632;0.2632;7;VG_10
VG1-2;VG1-2_66;10/15/18;4.35;F1;172;1.365673421;0.110366237;1.524951778;0.0053;0;A04;1;0.2666;0.2666;Control 1;VG_10
VG1-2;VG1-2_66;10/15/18;4.35;F1;172;1.365673421;0.110366237;1.524951778;0.0053;0;B01;1.09;0.2028;0.2028;Control 2;VG_10
VG1-2;VG1-2_66;10/15/18;4.35;F1;172;1.365673421;0.110366237;1.524951778;0.0053;0;B06;1.15;0.1557;0.1557;Control 3;VG_10
VG1-2;VG1-2_66;10/15/18;4.35;F1;172;1.365673421;0.110366237;1.524951778;0.0053;0;C03;1.07;0.2183;0.2183;Control 4;VG_10
VG1-2;VG1-2_66;10/15/18;4.35;F1;172;1.365673421;0.110366237;1.524951778;0.0053;0;D06;1.29;0.0533;0.0533;Control 5;VG_10
VG1-2;VG1-2_67;10/15/18;4.39;F2;180;1.669986901;0.074675836;1.450598357;0.0038;17.5;A01;NA;NA;1;1;VG_11
VG1-2;VG1-2_67;10/15/18;4.39;F2;180;1.669986901;0.074675836;1.450598357;0.0038;16.2;A02;NA;NA;1;2;VG_11
VG1-2;VG1-2_67;10/15/18;4.39;F2;180;1.669986901;0.074675836;1.450598357;0.0038;15;A03;NA;NA;1;3;VG_11
VG1-2;VG1-2_67;10/15/18;4.39;F2;180;1.669986901;0.074675836;1.450598357;0.0038;13.89;A05;NA;NA;1;4;VG_11
VG1-2;VG1-2_67;10/15/18;4.39;F2;180;1.669986901;0.074675836;1.450598357;0.0038;12.86;A06;NA;NA;1;5;VG_11
VG1-2;VG1-2_67;10/15/18;4.39;F2;180;1.669986901;0.074675836;1.450598357;0.0038;11.91;B02;NA;NA;1;6;VG_11
VG1-2;VG1-2_67;10/15/18;4.39;F2;180;1.669986901;0.074675836;1.450598357;0.0038;11.02;B03;-0.48;1.2851;1;7;VG_11
VG1-2;VG1-2_67;10/15/18;4.39;F2;180;1.669986901;0.074675836;1.450598357;0.0038;10.21;B04;-0.19;1.1159;1;8;VG_11
VG1-2;VG1-2_67;10/15/18;4.39;F2;180;1.669986901;0.074675836;1.450598357;0.0038;9.45;B05;1.04;0.3768;0.3768;9;VG_11
VG1-2;VG1-2_67;10/15/18;4.39;F2;180;1.669986901;0.074675836;1.450598357;0.0038;8.75;C01;0.76;0.5453;0.5453;10;VG_11
VG1-2;VG1-2_67;10/15/18;4.39;F2;180;1.669986901;0.074675836;1.450598357;0.0038;8.1;C02;1.25;0.2538;0.2538;11;VG_11
VG1-2;VG1-2_67;10/15/18;4.39;F2;180;1.669986901;0.074675836;1.450598357;0.0038;7.5;C05;1.4;0.1589;0.1589;12;VG_11
VG1-2;VG1-2_67;10/15/18;4.39;F2;180;1.669986901;0.074675836;1.450598357;0.0038;15;C06;NA;NA;1;3;VG_11
VG1-2;VG1-2_67;10/15/18;4.39;F2;180;1.669986901;0.074675836;1.450598357;0.0038;12.86;D01;-0.42;1.2493;1;5;VG_11
VG1-2;VG1-2_67;10/15/18;4.39;F2;180;1.669986901;0.074675836;1.450598357;0.0038;11.02;D02;-0.15;1.0927;1;7;VG_11
VG1-2;VG1-2_67;10/15/18;4.39;F2;180;1.669986901;0.074675836;1.450598357;0.0038;15;D03;NA;NA;1;3;VG_11
VG1-2;VG1-2_67;10/15/18;4.39;F2;180;1.669986901;0.074675836;1.450598357;0.0038;12.86;D04;NA;NA;1;5;VG_11
VG1-2;VG1-2_67;10/15/18;4.39;F2;180;1.669986901;0.074675836;1.450598357;0.0038;11.02;D05;0.21;0.8718;0.8718;7;VG_11
VG1-2;VG1-2_67;10/15/18;4.39;F2;180;1.669986901;0.074675836;1.450598357;0.0038;0;A04;1.59;0.05;0.05;Control 1;VG_11
VG1-2;VG1-2_67;10/15/18;4.39;F2;180;1.669986901;0.074675836;1.450598357;0.0038;0;B01;1.62;0.031;0.031;Control 2;VG_11
VG1-2;VG1-2_67;10/15/18;4.39;F2;180;1.669986901;0.074675836;1.450598357;0.0038;0;B06;1.69;-0.0104;-0.0104;Control 3;VG_11
VG1-2;VG1-2_67;10/15/18;4.39;F2;180;1.669986901;0.074675836;1.450598357;0.0038;0;C03;1.78;-0.0664;-0.0664;Control 4;VG_11
VG1-2;VG1-2_67;10/15/18;4.39;F2;180;1.669986901;0.074675836;1.450598357;0.0038;0;D06;1.68;-0.0041;-0.0041;Control 5;VG_11
VG1-2;VG1-2_72;10/15/18;4.43;G2;163;1.73521484;0.05622729;1.365358868;0.0041;17.5;A01;NA;NA;1;1;VG_12
VG1-2;VG1-2_72;10/15/18;4.43;G2;163;1.73521484;0.05622729;1.365358868;0.0041;16.2;A02;NA;NA;1;2;VG_12
VG1-2;VG1-2_72;10/15/18;4.43;G2;163;1.73521484;0.05622729;1.365358868;0.0041;15;A03;NA;NA;1;3;VG_12
VG1-2;VG1-2_72;10/15/18;4.43;G2;163;1.73521484;0.05622729;1.365358868;0.0041;13.89;A05;-0.52;1.3019;1;4;VG_12
VG1-2;VG1-2_72;10/15/18;4.43;G2;163;1.73521484;0.05622729;1.365358868;0.0041;12.86;A06;-0.25;1.1439;1;5;VG_12
VG1-2;VG1-2_72;10/15/18;4.43;G2;163;1.73521484;0.05622729;1.365358868;0.0041;11.91;B02;0.53;0.6935;0.6935;6;VG_12
VG1-2;VG1-2_72;10/15/18;4.43;G2;163;1.73521484;0.05622729;1.365358868;0.0041;11.02;B03;0.7;0.5967;0.5967;7;VG_12
VG1-2;VG1-2_72;10/15/18;4.43;G2;163;1.73521484;0.05622729;1.365358868;0.0041;10.21;B04;1.08;0.3795;0.3795;8;VG_12
VG1-2;VG1-2_72;10/15/18;4.43;G2;163;1.73521484;0.05622729;1.365358868;0.0041;9.45;B05;1.34;0.2285;0.2285;9;VG_12
VG1-2;VG1-2_72;10/15/18;4.43;G2;163;1.73521484;0.05622729;1.365358868;0.0041;8.75;C01;1.62;0.0682;0.0682;10;VG_12
VG1-2;VG1-2_72;10/15/18;4.43;G2;163;1.73521484;0.05622729;1.365358868;0.0041;8.1;C02;1.59;0.0849;0.0849;11;VG_12
VG1-2;VG1-2_72;10/15/18;4.43;G2;163;1.73521484;0.05622729;1.365358868;0.0041;7.5;C05;1.64;0.052;0.052;12;VG_12
VG1-2;VG1-2_72;10/15/18;4.43;G2;163;1.73521484;0.05622729;1.365358868;0.0041;15;C06;NA;NA;1;3;VG_12
VG1-2;VG1-2_72;10/15/18;4.43;G2;163;1.73521484;0.05622729;1.365358868;0.0041;12.86;D01;0.37;0.7885;0.7885;5;VG_12
VG1-2;VG1-2_72;10/15/18;4.43;G2;163;1.73521484;0.05622729;1.365358868;0.0041;11.02;D02;1.17;0.3244;0.3244;7;VG_12
VG1-2;VG1-2_72;10/15/18;4.43;G2;163;1.73521484;0.05622729;1.365358868;0.0041;15;D03;NA;NA;1;3;VG_12
VG1-2;VG1-2_72;10/15/18;4.43;G2;163;1.73521484;0.05622729;1.365358868;0.0041;12.86;D04;-0.34;1.1948;1;5;VG_12
VG1-2;VG1-2_72;10/15/18;4.43;G2;163;1.73521484;0.05622729;1.365358868;0.0041;11.02;D05;1.13;0.3483;0.3483;7;VG_12
VG1-2;VG1-2_72;10/15/18;4.43;G2;163;1.73521484;0.05622729;1.365358868;0.0041;0;A04;1.7;0.023;0.023;Control 1;VG_12
VG1-2;VG1-2_72;10/15/18;4.43;G2;163;1.73521484;0.05622729;1.365358868;0.0041;0;B01;1.71;0.0128;0.0128;Control 2;VG_12
VG1-2;VG1-2_72;10/15/18;4.43;G2;163;1.73521484;0.05622729;1.365358868;0.0041;0;B06;1.83;-0.053;-0.053;Control 3;VG_12
VG1-2;VG1-2_72;10/15/18;4.43;G2;163;1.73521484;0.05622729;1.365358868;0.0041;0;C03;1.69;0.0252;0.0252;Control 4;VG_12
VG1-2;VG1-2_72;10/15/18;4.43;G2;163;1.73521484;0.05622729;1.365358868;0.0041;0;D06;1.75;-0.0079;-0.0079;Control 5;VG_12
VG1-2;VG1-2_74;10/15/18;4.47;G3;168;1.88322379;0.058568423;1.449433932;0.005;17.5;A01;NA;NA;1;1;VG_13
VG1-2;VG1-2_74;10/15/18;4.47;G3;168;1.88322379;0.058568423;1.449433932;0.005;16.2;A02;-0.25;1.1347;1;2;VG_13
VG1-2;VG1-2_74;10/15/18;4.47;G3;168;1.88322379;0.058568423;1.449433932;0.005;15;A03;-0.27;1.1459;1;3;VG_13
VG1-2;VG1-2_74;10/15/18;4.47;G3;168;1.88322379;0.058568423;1.449433932;0.005;13.89;A05;0.3;0.8396;0.8396;4;VG_13
VG1-2;VG1-2_74;10/15/18;4.47;G3;168;1.88322379;0.058568423;1.449433932;0.005;12.86;A06;0.9;0.523;0.523;5;VG_13
VG1-2;VG1-2_74;10/15/18;4.47;G3;168;1.88322379;0.058568423;1.449433932;0.005;11.91;B02;1.35;0.2828;0.2828;6;VG_13
VG1-2;VG1-2_74;10/15/18;4.47;G3;168;1.88322379;0.058568423;1.449433932;0.005;11.02;B03;1.28;0.3223;0.3223;7;VG_13
VG1-2;VG1-2_74;10/15/18;4.47;G3;168;1.88322379;0.058568423;1.449433932;0.005;10.21;B04;1.64;0.1267;0.1267;8;VG_13
VG1-2;VG1-2_74;10/15/18;4.47;G3;168;1.88322379;0.058568423;1.449433932;0.005;9.45;B05;1.78;0.0556;0.0556;9;VG_13
VG1-2;VG1-2_74;10/15/18;4.47;G3;168;1.88322379;0.058568423;1.449433932;0.005;8.75;C01;1.7;0.0985;0.0985;10;VG_13
VG1-2;VG1-2_74;10/15/18;4.47;G3;168;1.88322379;0.058568423;1.449433932;0.005;8.1;C02;1.85;0.0157;0.0157;11;VG_13
VG1-2;VG1-2_74;10/15/18;4.47;G3;168;1.88322379;0.058568423;1.449433932;0.005;7.5;C05;1.82;0.0328;0.0328;12;VG_13
VG1-2;VG1-2_74;10/15/18;4.47;G3;168;1.88322379;0.058568423;1.449433932;0.005;15;C06;-0.53;1.2841;1;3;VG_13
VG1-2;VG1-2_74;10/15/18;4.47;G3;168;1.88322379;0.058568423;1.449433932;0.005;12.86;D01;0.85;0.5503;0.5503;5;VG_13
VG1-2;VG1-2_74;10/15/18;4.47;G3;168;1.88322379;0.058568423;1.449433932;0.005;11.02;D02;1.26;0.3317;0.3317;7;VG_13
VG1-2;VG1-2_74;10/15/18;4.47;G3;168;1.88322379;0.058568423;1.449433932;0.005;15;D03;NA;NA;1;3;VG_13
VG1-2;VG1-2_74;10/15/18;4.47;G3;168;1.88322379;0.058568423;1.449433932;0.005;12.86;D04;0.98;0.4814;0.4814;5;VG_13
VG1-2;VG1-2_74;10/15/18;4.47;G3;168;1.88322379;0.058568423;1.449433932;0.005;11.02;D05;1.38;0.2652;0.2652;7;VG_13
VG1-2;VG1-2_74;10/15/18;4.47;G3;168;1.88322379;0.058568423;1.449433932;0.005;0;A04;1.87;0.0044;0.0044;Control 1;VG_13
VG1-2;VG1-2_74;10/15/18;4.47;G3;168;1.88322379;0.058568423;1.449433932;0.005;0;B01;1.87;0.0087;0.0087;Control 2;VG_13
VG1-2;VG1-2_74;10/15/18;4.47;G3;168;1.88322379;0.058568423;1.449433932;0.005;0;B06;1.94;-0.0277;-0.0277;Control 3;VG_13
VG1-2;VG1-2_74;10/15/18;4.47;G3;168;1.88322379;0.058568423;1.449433932;0.005;0;C03;1.94;-0.0308;-0.0308;Control 4;VG_13
VG1-2;VG1-2_74;10/15/18;4.47;G3;168;1.88322379;0.058568423;1.449433932;0.005;0;D06;1.8;0.0454;0.0454;Control 5;VG_13
VG1-2;VG1-2_78;10/15/18;4.51;G4;173;1.852870637;0.033349078;1.470970803;0.0044;17.5;A01;NA;NA;1;1;VG_14
VG1-2;VG1-2_78;10/15/18;4.51;G4;173;1.852870637;0.033349078;1.470970803;0.0044;16.2;A02;NA;NA;1;2;VG_14
VG1-2;VG1-2_78;10/15/18;4.51;G4;173;1.852870637;0.033349078;1.470970803;0.0044;15;A03;NA;NA;1;3;VG_14
VG1-2;VG1-2_78;10/15/18;4.51;G4;173;1.852870637;0.033349078;1.470970803;0.0044;13.89;A05;-0.31;1.1657;1;4;VG_14
VG1-2;VG1-2_78;10/15/18;4.51;G4;173;1.852870637;0.033349078;1.470970803;0.0044;12.86;A06;-0.24;1.1315;1;5;VG_14
VG1-2;VG1-2_78;10/15/18;4.51;G4;173;1.852870637;0.033349078;1.470970803;0.0044;11.91;B02;0.86;0.536;0.536;6;VG_14
VG1-2;VG1-2_78;10/15/18;4.51;G4;173;1.852870637;0.033349078;1.470970803;0.0044;11.02;B03;1.34;0.2794;0.2794;7;VG_14
VG1-2;VG1-2_78;10/15/18;4.51;G4;173;1.852870637;0.033349078;1.470970803;0.0044;10.21;B04;1.43;0.228;0.228;8;VG_14
VG1-2;VG1-2_78;10/15/18;4.51;G4;173;1.852870637;0.033349078;1.470970803;0.0044;9.45;B05;1.68;0.0938;0.0938;9;VG_14
VG1-2;VG1-2_78;10/15/18;4.51;G4;173;1.852870637;0.033349078;1.470970803;0.0044;8.75;C01;1.72;0.0739;0.0739;10;VG_14
VG1-2;VG1-2_78;10/15/18;4.51;G4;173;1.852870637;0.033349078;1.470970803;0.0044;8.1;C02;1.79;0.0319;0.0319;11;VG_14
VG1-2;VG1-2_78;10/15/18;4.51;G4;173;1.852870637;0.033349078;1.470970803;0.0044;7.5;C05;1.87;-0.0107;-0.0107;12;VG_14
VG1-2;VG1-2_78;10/15/18;4.51;G4;173;1.852870637;0.033349078;1.470970803;0.0044;15;C06;NA;NA;1;3;VG_14
VG1-2;VG1-2_78;10/15/18;4.51;G4;173;1.852870637;0.033349078;1.470970803;0.0044;12.86;D01;-0.45;1.2425;1;5;VG_14
VG1-2;VG1-2_78;10/15/18;4.51;G4;173;1.852870637;0.033349078;1.470970803;0.0044;11.02;D02;1.06;0.4263;0.4263;7;VG_14
VG1-2;VG1-2_78;10/15/18;4.51;G4;173;1.852870637;0.033349078;1.470970803;0.0044;15;D03;-0.51;1.2747;1;3;VG_14
VG1-2;VG1-2_78;10/15/18;4.51;G4;173;1.852870637;0.033349078;1.470970803;0.0044;12.86;D04;-0.09;1.0468;1;5;VG_14
VG1-2;VG1-2_78;10/15/18;4.51;G4;173;1.852870637;0.033349078;1.470970803;0.0044;11.02;D05;1.06;0.4265;0.4265;7;VG_14
VG1-2;VG1-2_78;10/15/18;4.51;G4;173;1.852870637;0.033349078;1.470970803;0.0044;0;A04;1.85;0.0007;0.0007;Control 1;VG_14
VG1-2;VG1-2_78;10/15/18;4.51;G4;173;1.852870637;0.033349078;1.470970803;0.0044;0;B01;1.83;0.0097;0.0097;Control 2;VG_14
VG1-2;VG1-2_78;10/15/18;4.51;G4;173;1.852870637;0.033349078;1.470970803;0.0044;0;B06;1.9;-0.0229;-0.0229;Control 3;VG_14
VG1-2;VG1-2_78;10/15/18;4.51;G4;173;1.852870637;0.033349078;1.470970803;0.0044;0;C03;1.87;-0.0111;-0.0111;Control 4;VG_14
VG1-2;VG1-2_78;10/15/18;4.51;G4;173;1.852870637;0.033349078;1.470970803;0.0044;0;D06;1.81;0.0235;0.0235;Control 5;VG_14
VG1-2;VG1-2_81;10/15/18;4.55;G5;176;1.778107822;0.066499002;1.614678916;0.0045;17.5;A01;0;1.0013;1;1;VG_15
VG1-2;VG1-2_81;10/15/18;4.55;G5;176;1.778107822;0.066499002;1.614678916;0.0045;16.2;A02;0.34;0.8097;0.8097;2;VG_15
VG1-2;VG1-2_81;10/15/18;4.55;G5;176;1.778107822;0.066499002;1.614678916;0.0045;15;A03;0.81;0.5449;0.5449;3;VG_15
VG1-2;VG1-2_81;10/15/18;4.55;G5;176;1.778107822;0.066499002;1.614678916;0.0045;13.89;A05;1.08;0.3927;0.3927;4;VG_15
VG1-2;VG1-2_81;10/15/18;4.55;G5;176;1.778107822;0.066499002;1.614678916;0.0045;12.86;A06;1.29;0.2719;0.2719;5;VG_15
VG1-2;VG1-2_81;10/15/18;4.55;G5;176;1.778107822;0.066499002;1.614678916;0.0045;11.91;B02;1.59;0.1038;0.1038;6;VG_15
VG1-2;VG1-2_81;10/15/18;4.55;G5;176;1.778107822;0.066499002;1.614678916;0.0045;11.02;B03;1.63;0.0828;0.0828;7;VG_15
VG1-2;VG1-2_81;10/15/18;4.55;G5;176;1.778107822;0.066499002;1.614678916;0.0045;10.21;B04;1.7;0.0441;0.0441;8;VG_15
VG1-2;VG1-2_81;10/15/18;4.55;G5;176;1.778107822;0.066499002;1.614678916;0.0045;9.45;B05;1.74;0.0239;0.0239;9;VG_15
VG1-2;VG1-2_81;10/15/18;4.55;G5;176;1.778107822;0.066499002;1.614678916;0.0045;8.75;C01;1.73;0.0254;0.0254;10;VG_15
VG1-2;VG1-2_81;10/15/18;4.55;G5;176;1.778107822;0.066499002;1.614678916;0.0045;8.1;C02;1.79;-0.0076;-0.0076;11;VG_15
VG1-2;VG1-2_81;10/15/18;4.55;G5;176;1.778107822;0.066499002;1.614678916;0.0045;7.5;C05;1.85;-0.0411;-0.0411;12;VG_15
VG1-2;VG1-2_81;10/15/18;4.55;G5;176;1.778107822;0.066499002;1.614678916;0.0045;15;C06;0.56;0.6825;0.6825;3;VG_15
VG1-2;VG1-2_81;10/15/18;4.55;G5;176;1.778107822;0.066499002;1.614678916;0.0045;12.86;D01;1.2;0.3268;0.3268;5;VG_15
VG1-2;VG1-2_81;10/15/18;4.55;G5;176;1.778107822;0.066499002;1.614678916;0.0045;11.02;D02;1.54;0.1326;0.1326;7;VG_15
VG1-2;VG1-2_81;10/15/18;4.55;G5;176;1.778107822;0.066499002;1.614678916;0.0045;15;D03;0.73;0.5872;0.5872;3;VG_15
VG1-2;VG1-2_81;10/15/18;4.55;G5;176;1.778107822;0.066499002;1.614678916;0.0045;12.86;D04;1.34;0.2487;0.2487;5;VG_15
VG1-2;VG1-2_81;10/15/18;4.55;G5;176;1.778107822;0.066499002;1.614678916;0.0045;11.02;D05;1.4;0.2114;0.2114;7;VG_15
VG1-2;VG1-2_81;10/15/18;4.55;G5;176;1.778107822;0.066499002;1.614678916;0.0045;0;A04;1.8;-0.0141;-0.0141;Control 1;VG_15
VG1-2;VG1-2_81;10/15/18;4.55;G5;176;1.778107822;0.066499002;1.614678916;0.0045;0;B01;1.72;0.0346;0.0346;Control 2;VG_15
VG1-2;VG1-2_81;10/15/18;4.55;G5;176;1.778107822;0.066499002;1.614678916;0.0045;0;B06;1.7;0.0438;0.0438;Control 3;VG_15
VG1-2;VG1-2_81;10/15/18;4.55;G5;176;1.778107822;0.066499002;1.614678916;0.0045;0;C03;1.85;-0.0427;-0.0427;Control 4;VG_15
VG1-2;VG1-2_81;10/15/18;4.55;G5;176;1.778107822;0.066499002;1.614678916;0.0045;0;D06;1.82;-0.0215;-0.0215;Control 5;VG_15
VG1-2;VG1-2_83;10/15/18;4.59;G6;168;1.676453146;0.083422494;1.416530257;0.0037;17.5;A01;NA;NA;1;1;VG_16
VG1-2;VG1-2_83;10/15/18;4.59;G6;168;1.676453146;0.083422494;1.416530257;0.0037;16.2;A02;NA;NA;1;2;VG_16
VG1-2;VG1-2_83;10/15/18;4.59;G6;168;1.676453146;0.083422494;1.416530257;0.0037;15;A03;-0.61;1.3646;1;3;VG_16
VG1-2;VG1-2_83;10/15/18;4.59;G6;168;1.676453146;0.083422494;1.416530257;0.0037;13.89;A05;-1.1;1.6574;1;4;VG_16
VG1-2;VG1-2_83;10/15/18;4.59;G6;168;1.676453146;0.083422494;1.416530257;0.0037;12.86;A06;-1.11;1.6595;1;5;VG_16
VG1-2;VG1-2_83;10/15/18;4.59;G6;168;1.676453146;0.083422494;1.416530257;0.0037;11.91;B02;0.79;0.5273;0.5273;6;VG_16
VG1-2;VG1-2_83;10/15/18;4.59;G6;168;1.676453146;0.083422494;1.416530257;0.0037;11.02;B03;0.96;0.4249;0.4249;7;VG_16
VG1-2;VG1-2_83;10/15/18;4.59;G6;168;1.676453146;0.083422494;1.416530257;0.0037;10.21;B04;1.27;0.2437;0.2437;8;VG_16
VG1-2;VG1-2_83;10/15/18;4.59;G6;168;1.676453146;0.083422494;1.416530257;0.0037;9.45;B05;1.44;0.1391;0.1391;9;VG_16
VG1-2;VG1-2_83;10/15/18;4.59;G6;168;1.676453146;0.083422494;1.416530257;0.0037;8.75;C01;1.5;0.1052;0.1052;10;VG_16
VG1-2;VG1-2_83;10/15/18;4.59;G6;168;1.676453146;0.083422494;1.416530257;0.0037;8.1;C02;1.58;0.0574;0.0574;11;VG_16
VG1-2;VG1-2_83;10/15/18;4.59;G6;168;1.676453146;0.083422494;1.416530257;0.0037;7.5;C05;1.67;0.0025;0.0025;12;VG_16
VG1-2;VG1-2_83;10/15/18;4.59;G6;168;1.676453146;0.083422494;1.416530257;0.0037;15;C06;-0.16;1.0975;1;3;VG_16
VG1-2;VG1-2_83;10/15/18;4.59;G6;168;1.676453146;0.083422494;1.416530257;0.0037;12.86;D01;NA;NA;1;5;VG_16
VG1-2;VG1-2_83;10/15/18;4.59;G6;168;1.676453146;0.083422494;1.416530257;0.0037;11.02;D02;0.96;0.4276;0.4276;7;VG_16
VG1-2;VG1-2_83;10/15/18;4.59;G6;168;1.676453146;0.083422494;1.416530257;0.0037;15;D03;NA;NA;1;3;VG_16
VG1-2;VG1-2_83;10/15/18;4.59;G6;168;1.676453146;0.083422494;1.416530257;0.0037;12.86;D04;-0.28;1.1659;1;5;VG_16
VG1-2;VG1-2_83;10/15/18;4.59;G6;168;1.676453146;0.083422494;1.416530257;0.0037;11.02;D05;0.78;0.5347;0.5347;7;VG_16
VG1-2;VG1-2_83;10/15/18;4.59;G6;168;1.676453146;0.083422494;1.416530257;0.0037;0;A04;1.7;-0.0162;-0.0162;Control 1;VG_16
VG1-2;VG1-2_83;10/15/18;4.59;G6;168;1.676453146;0.083422494;1.416530257;0.0037;0;B01;1.74;-0.0383;-0.0383;Control 2;VG_16
VG1-2;VG1-2_83;10/15/18;4.59;G6;168;1.676453146;0.083422494;1.416530257;0.0037;0;B06;1.61;0.0389;0.0389;Control 3;VG_16
VG1-2;VG1-2_83;10/15/18;4.59;G6;168;1.676453146;0.083422494;1.416530257;0.0037;0;C03;1.76;-0.0494;-0.0494;Control 4;VG_16
VG1-2;VG1-2_83;10/15/18;4.59;G6;168;1.676453146;0.083422494;1.416530257;0.0037;0;D06;1.57;0.065;0.065;Control 5;VG_16
VG1-2;VG1-2_85;10/15/18;4.63;A-6;182;1.482359057;0.157807148;1.359394988;0.0023;17.5;A01;NA;NA;1;1;VG_17
VG1-2;VG1-2_85;10/15/18;4.63;A-6;182;1.482359057;0.157807148;1.359394988;0.0023;16.2;A02;NA;NA;1;2;VG_17
VG1-2;VG1-2_85;10/15/18;4.63;A-6;182;1.482359057;0.157807148;1.359394988;0.0023;15;A03;NA;NA;1;3;VG_17
VG1-2;VG1-2_85;10/15/18;4.63;A-6;182;1.482359057;0.157807148;1.359394988;0.0023;13.89;A05;-1.06;1.7163;1;4;VG_17
VG1-2;VG1-2_85;10/15/18;4.63;A-6;182;1.482359057;0.157807148;1.359394988;0.0023;12.86;A06;-0.03;1.0173;1;5;VG_17
VG1-2;VG1-2_85;10/15/18;4.63;A-6;182;1.482359057;0.157807148;1.359394988;0.0023;11.91;B02;0.7;0.531;0.531;6;VG_17
VG1-2;VG1-2_85;10/15/18;4.63;A-6;182;1.482359057;0.157807148;1.359394988;0.0023;11.02;B03;0.85;0.4262;0.4262;7;VG_17
VG1-2;VG1-2_85;10/15/18;4.63;A-6;182;1.482359057;0.157807148;1.359394988;0.0023;10.21;B04;1.09;0.2656;0.2656;8;VG_17
VG1-2;VG1-2_85;10/15/18;4.63;A-6;182;1.482359057;0.157807148;1.359394988;0.0023;9.45;B05;1.19;0.1973;0.1973;9;VG_17
VG1-2;VG1-2_85;10/15/18;4.63;A-6;182;1.482359057;0.157807148;1.359394988;0.0023;8.75;C01;1.2;0.1879;0.1879;10;VG_17
VG1-2;VG1-2_85;10/15/18;4.63;A-6;182;1.482359057;0.157807148;1.359394988;0.0023;8.1;C02;1.35;0.088;0.088;11;VG_17
VG1-2;VG1-2_85;10/15/18;4.63;A-6;182;1.482359057;0.157807148;1.359394988;0.0023;7.5;C05;1.3;0.1223;0.1223;12;VG_17
VG1-2;VG1-2_85;10/15/18;4.63;A-6;182;1.482359057;0.157807148;1.359394988;0.0023;15;C06;NA;NA;1;3;VG_17
VG1-2;VG1-2_85;10/15/18;4.63;A-6;182;1.482359057;0.157807148;1.359394988;0.0023;12.86;D01;0.05;0.9666;0.9666;5;VG_17
VG1-2;VG1-2_85;10/15/18;4.63;A-6;182;1.482359057;0.157807148;1.359394988;0.0023;11.02;D02;0.73;0.5051;0.5051;7;VG_17
VG1-2;VG1-2_85;10/15/18;4.63;A-6;182;1.482359057;0.157807148;1.359394988;0.0023;15;D03;NA;NA;1;3;VG_17
VG1-2;VG1-2_85;10/15/18;4.63;A-6;182;1.482359057;0.157807148;1.359394988;0.0023;12.86;D04;0.16;0.8921;0.8921;5;VG_17
VG1-2;VG1-2_85;10/15/18;4.63;A-6;182;1.482359057;0.157807148;1.359394988;0.0023;11.02;D05;0.77;0.4799;0.4799;7;VG_17
VG1-2;VG1-2_85;10/15/18;4.63;A-6;182;1.482359057;0.157807148;1.359394988;0.0023;0;A04;1.58;-0.0665;-0.0665;Control 1;VG_17
VG1-2;VG1-2_85;10/15/18;4.63;A-6;182;1.482359057;0.157807148;1.359394988;0.0023;0;B01;1.55;-0.0428;-0.0428;Control 2;VG_17
VG1-2;VG1-2_85;10/15/18;4.63;A-6;182;1.482359057;0.157807148;1.359394988;0.0023;0;B06;1.42;0.0431;0.0431;Control 3;VG_17
VG1-2;VG1-2_85;10/15/18;4.63;A-6;182;1.482359057;0.157807148;1.359394988;0.0023;0;C03;1.63;-0.0992;-0.0992;Control 4;VG_17
