"P21502_127","GP2-4_69","Strain","GP",NA,NA,NA,1,"P21502_141_C2W24_3",0,"P21502_141","3",1,"Yes","bn","VG1-2_78","Yes","Yes","Yes",73,"",0
"P21502_127","GP2-4_69","Strain","GP",NA,NA,NA,1,"P21502_142_C2W24_1",0,"P21502_142","1",1,"Yes","bo","VG1-2_81","Yes","Yes","Yes",74,"",0
"P21502_127","GP2-4_69","Strain","GP",NA,NA,NA,1,"P21502_143_C2W24_2",0,"P21502_143","2",1,"Yes","bp","VG1-2_83","Yes","Yes","Yes",76,"",0
"P21502_127","GP2-4_69","Strain","GP",NA,NA,NA,1,"P21502_144_C2W24_1",0,"P21502_144","1",1,"Yes","bq","VG1-2_85","Yes","Yes","Yes",77,"",0
"P21502_127","GP2-4_69","Strain","GP",NA,NA,NA,1,"P21502_144_C2W24_2",0,"P21502_144","2",1,"Yes","br","VG1-2_85","Yes","Yes","Yes",78,"",0
"P21502_127","GP2-4_69","Strain","GP",NA,NA,NA,1,"P21502_146_C2W24_1",0,"P21502_146","1",1,"Yes","bs","VG1-2_88","Yes","Yes","Yes",80,"",0
"P21502_127","GP2-4_69","Strain","GP",NA,NA,NA,1,"P21502_149_C2W24_1",0,"P21502_149","1",1,"Yes","bt","VG1-2_93","Yes","Yes","Yes",86,"NoEvidence/wrong allel?",0
"P21502_127","GP2-4_69","Strain","GP",NA,NA,NA,1,"P21502_149_C2W24_2",0,"P21502_149","2",1,"Yes","bu","VG1-2_93","Yes","Yes","Yes",87,"NoEvidence/wrong allel?",0
"P21502_127","GP2-4_69","Strain","GP",NA,NA,NA,1,"P21502_149_C2W24_3",0,"P21502_149","3",1,"Yes","bv","VG1-2_93","Yes","Yes","Yes",88,"1 read",0
"P21502_127","GP2-4_69","Strain","GP",NA,NA,NA,1,"P21502_150_C2W24_1",0,"P21502_150","1",1,"Yes","bw","VG1-2_94","Yes","Yes","Yes",89,"",0
"P21502_127","GP2-4_69","Strain","GP",NA,NA,NA,1,"P21502_151_C2W24_2",0,"P21502_151","2",1,"Yes","bx","VG1-2_95","Yes","Yes","Yes",91,"",0
"P21502_127","GP2-4_69","Strain","GP",NA,NA,NA,1,"P21502_152_C2W24_1",0,"P21502_152","1",1,"Yes","by","VG1-2_103","Yes","Yes","Yes",92,"WrongAllel",0
"P21502_127","GP2-4_69","Strain","GP",NA,NA,NA,1,"P21502_155_C2W24_1",0,"P21502_155","1",1,"Yes","bz","VG1-2_106","Yes","Yes","Yes",96,"",0
"P21502_127","GP2-4_69","Strain","GP",NA,NA,NA,1,"P21502_155_C2W24_2",0,"P21502_155","2",1,"Yes","ca","VG1-2_106","Yes","Yes","Yes",97,"",0
"P21502_127","GP2-4_69","Strain","GP",NA,NA,NA,1,"P21502_156_C2W24_2",0,"P21502_156","2",1,"Yes","cb","VG1-2_107","Yes","Yes","Yes",99,"",0
"P21502_127","GP2-4_69","Strain","GP",NA,NA,NA,1,"P21502_156_C2W24_3",0,"P21502_156","3",1,"Yes","cd","VG1-2_107","Yes","Yes","Yes",100,"",0
