"P21502_127","GP2-4_69","Strain","GP",NA,NA,NA,1,"P21502_101_C2W24_2",0,"P21502_101","2",1,"Yes","ce","GP2-4_26","Yes","Yes","Yes",1,"",0
"P21502_127","GP2-4_69","Strain","GP",NA,NA,NA,1,"P21502_109_C2W24_1",0,"P21502_109","1",1,"Yes","aq","GP2-4_40","Yes","Yes","Yes",15,"",0
"P21502_127","GP2-4_69","Strain","GP",NA,NA,NA,1,"P21502_109_C2W24_2",0,"P21502_109","2",1,"Yes","ar","GP2-4_40","Yes","Yes","Yes",16,"",0
"P21502_127","GP2-4_69","Strain","GP",NA,NA,NA,1,"P21502_116_C2W24_1",0,"P21502_116","1",1,"Yes","at","GP2-4_47","Yes","Yes","Yes",25,"",0
"P21502_127","GP2-4_69","Strain","GP",NA,NA,NA,1,"P21502_117_C2W24_1",0,"P21502_117","1",1,"Yes","au","GP2-4_51","Yes","Yes","Yes",27,"",0
"P21502_127","GP2-4_69","Strain","GP",NA,NA,NA,1,"P21502_118_C2W24_2",0,"P21502_118","2",1,"Yes","av","GP2-4_52","Yes","Yes","Yes",30,"",0
"P21502_127","GP2-4_69","Strain","GP",NA,NA,NA,1,"P21502_119_C2W24_2",0,"P21502_119","2",1,"Yes","aw","GP2-4_54","Yes","Yes","Yes",32,"",0
"P21502_127","GP2-4_69","Strain","GP",NA,NA,NA,1,"P21502_121_C2W24_1",0,"P21502_121","1",1,"Yes","ax","GP2-4_56","Yes","Yes","Yes",35,"",0
"P21502_127","GP2-4_69","Strain","GP",NA,NA,NA,1,"P21502_121_C2W24_2",0,"P21502_121","2",1,"Yes","ay","GP2-4_56","Yes","Yes","Yes",36,"",0
"P21502_127","GP2-4_69","Strain","GP",NA,NA,NA,1,"P21502_122_C2W24_1",0,"P21502_122","1",1,"Yes","az","GP2-4_57","Yes","Yes","Yes",37,"",0
"P21502_127","GP2-4_69","Strain","GP",NA,NA,NA,1,"P21502_122_C2W24_2",0,"P21502_122","2",1,"Yes","ba","GP2-4_57","Yes","Yes","Yes",38,"",0
"P21502_127","GP2-4_69","Strain","GP",NA,NA,NA,1,"P21502_125_C2W24_1",0,"P21502_125","1",1,"Yes","bb","GP2-4_67","Yes","Yes","Yes",43,"",0
"P21502_127","GP2-4_69","Strain","GP",NA,NA,NA,1,"P21502_126_C2W24_1",0,"P21502_126","1",1,"Yes","bc","GP2-4_68","Yes","Yes","Yes",45,"",0
"P21502_127","GP2-4_69","Strain","GP",NA,NA,NA,1,"P21502_127_C2W24_1",7581,"P21502_127","1",1,"Yes","bd","GP2-4_69","Yes","Yes","Yes",46,"",0.858647638464152
"P21502_127","GP2-4_69","Strain","GP",NA,NA,NA,1,"P21502_127_C2W24_2",1247,"P21502_127","2",1,"Yes","be","GP2-4_69","Yes","Yes","Yes",47,"",0.141239098425643
"P21502_127","GP2-4_69","Strain","GP",NA,NA,NA,1,"P21502_128_C2W24_2",0,"P21502_128","2",1,"Yes","bf","GP2-4_70","Yes","Yes","Yes",49,"",0
"P21502_127","GP2-4_69","Strain","GP",NA,NA,NA,1,"P21502_107_C2W24_1",0,"P21502_107","1",1,"Yes","ap","GP2-4_71","Yes","Yes","Yes",11,"",0
"P21502_127","GP2-4_69","Strain","GP",NA,NA,NA,1,"P21502_110_C2W24_1",0,"P21502_110","1",1,"Yes","as","GP2-4_72","Yes","Yes","Yes",17,"",0
"P21502_127","GP2-4_69","Strain","GP",NA,NA,NA,1,"P21502_129_C2W24_2",0,"P21502_129","2",1,"Yes","bg","VG1-2_44","Yes","Yes","Yes",51,"",0
"P21502_127","GP2-4_69","Strain","GP",NA,NA,NA,1,"P21502_130_C2W24_1",0,"P21502_130","1",1,"Yes","bh","VG1-2_45","Yes","Yes","Yes",52,"",0
"P21502_127","GP2-4_69","Strain","GP",NA,NA,NA,1,"P21502_131_C2W24_1",0,"P21502_131","1",1,"Yes","cf","VG1-2_49","Yes","Yes","Yes",54,"",0
"P21502_127","GP2-4_69","Strain","GP",NA,NA,NA,1,"P21502_133_C2W24_2",0,"P21502_133","2",1,"Yes","bf","VG1-2_58","Yes","Yes","Yes",58,"",0
"P21502_127","GP2-4_69","Strain","GP",NA,NA,NA,1,"P21502_134_C2W24_1",0,"P21502_134","1",1,"No","cg","VG1-2_61","Yes","Yes","Yes",59,"",0
"P21502_127","GP2-4_69","Strain","GP",NA,NA,NA,1,"P21502_134_C2W24_2",0,"P21502_134","2",1,"Yes","bg","VG1-2_61","Yes","Yes","Yes",60,"",0
"P21502_127","GP2-4_69","Strain","GP",NA,NA,NA,1,"P21502_135_C2W24_1",0,"P21502_135","1",2,"Yes","am","VG1-2_63","Yes","No","No",61,"",0
"P21502_127","GP2-4_69","Strain","GP",NA,NA,NA,1,"P21502_135_C2W24_2",0,"P21502_135","2",1,"Yes","bh","VG1-2_63","Yes","Yes","Yes",62,"WrongAllel_Delete_homozygot",0
"P21502_127","GP2-4_69","Strain","GP",NA,NA,NA,1,"P21502_137_C2W24_1",0,"P21502_137","1",1,"Yes","bi","VG1-2_66","Yes","Yes","Yes",65,"",0
"P21502_127","GP2-4_69","Strain","GP",NA,NA,NA,1,"P21502_138_C2W24_1",0,"P21502_138","1",1,"Yes","bj","VG1-2_67","Yes","Yes","Yes",67,"",0
"P21502_127","GP2-4_69","Strain","GP",NA,NA,NA,1,"P21502_139_C2W24_2",0,"P21502_139","2",1,"Yes","bk","VG1-2_72","Yes","Yes","Yes",69,"",0
"P21502_127","GP2-4_69","Strain","GP",NA,NA,NA,1,"P21502_140_C2W24_1",0,"P21502_140","1",3,"No","ad","VG1-2_74","Yes","No","No",70,"",0
"P21502_127","GP2-4_69","Strain","GP",NA,NA,NA,1,"P21502_141_C2W24_1",1,"P21502_141","1",1,"Yes","bl","VG1-2_78","Yes","Yes","Yes",71,"",0.000113263110205006
"P21502_127","GP2-4_69","Strain","GP",NA,NA,NA,1,"P21502_141_C2W24_2",0,"P21502_141","2",1,"Yes","bm","VG1-2_78","Yes","Yes","Yes",72,"",0
