Experiment	Population	Treatment	Bottel	Rep	Timepoint	Parameter	Value
GP	RO5AC	Control	RO5AC_GP_C	1	3	RFU	0.098520649
GP	RO5AC	Copper	RO5AC_GP_Cu	1	3	RFU	0.016036526
VG	VG	Control	VG_C1	1	3	RFU	0.191267329
VG	VG	Control	VG_C2	2	3	RFU	0.193939209
VG	VG	Control	VG_C3	3	3	RFU	0.219349809
VG	VG	Control	VG_C4	4	3	RFU	0.207744649
VG	VG	Control	VG_C5	5	3	RFU	0.277679049
VG	VG	Copper	VG_Cu1	1	3	RFU	0.018186549
VG	VG	Copper	VG_Cu2	2	3	RFU	0.018267545
VG	VG	Copper	VG_Cu3	3	3	RFU	0.021041169
VG	VG	Copper	VG_Cu4	4	3	RFU	0.019600185
VG	VG	Copper	VG_Cu5	5	3	RFU	0.022240577
VG	RO5AC	Control	RO5AC_VG_C	2	3	RFU	0.132782641
VG	RO5AC	Copper	RO5AC_VG_Cu	2	3	RFU	0.027175789
GP	GP	Control	GP_C1	1	3.01	RFU	0.0015
GP	GP	Control	GP_C2	2	3.01	RFU	0.0015
GP	GP	Control	GP_C3	3	3.01	RFU	0.0015
GP	GP	Control	GP_C4	4	3.01	RFU	0.0015
GP	GP	Control	GP_C5	5	3.01	RFU	0.0015
GP	GP	Copper	GP_Cu1	1	3.01	RFU	0.0015
GP	GP	Copper	GP_Cu2	2	3.01	RFU	0.0015
GP	GP	Copper	GP_Cu3	3	3.01	RFU	0.0015
GP	GP	Copper	GP_Cu4	4	3.01	RFU	0.0015
GP	GP	Copper	GP_Cu5	5	3.01	RFU	0.0015
GP	RO5AC	Control	RO5AC_GP_C	1	3.01	RFU	0.0015
GP	RO5AC	Copper	RO5AC_GP_Cu	1	3.01	RFU	0.0015
VG	VG	Control	VG_C1	1	3.01	RFU	0.001
VG	VG	Control	VG_C2	2	3.01	RFU	0.001
VG	VG	Control	VG_C3	3	3.01	RFU	0.001
VG	VG	Control	VG_C4	4	3.01	RFU	0.001
VG	VG	Control	VG_C5	5	3.01	RFU	0.001
VG	VG	Copper	VG_Cu1	1	3.01	RFU	0.003
VG	VG	Copper	VG_Cu2	2	3.01	RFU	0.003
VG	VG	Copper	VG_Cu3	3	3.01	RFU	0.003
VG	VG	Copper	VG_Cu4	4	3.01	RFU	0.003
VG	VG	Copper	VG_Cu5	5	3.01	RFU	0.003
VG	RO5AC	Control	RO5AC_VG_C	2	3.01	RFU	0.001
VG	RO5AC	Copper	RO5AC_VG_Cu	2	3.01	RFU	0.003
GP	GP	Control	GP_C1	1	6	RFU	0.226830829
GP	GP	Control	GP_C2	2	6	RFU	0.269827269
GP	GP	Control	GP_C3	3	6	RFU	0.280969669
GP	GP	Control	GP_C4	4	6	RFU	0.251958669
GP	GP	Control	GP_C5	5	6	RFU	0.312247829
GP	GP	Copper	GP_Cu1	1	6	RFU	0.006641375
GP	GP	Copper	GP_Cu2	2	6	RFU	0.007123677
GP	GP	Copper	GP_Cu3	3	6	RFU	0.005363447
GP	GP	Copper	GP_Cu4	4	6	RFU	0.004618659
GP	GP	Copper	GP_Cu5	5	6	RFU	0.006394471
GP	RO5AC	Control	RO5AC_GP_C	1	6	RFU	0.137908349
GP	RO5AC	Copper	RO5AC_GP_Cu	1	6	RFU	0.010281453
VG	VG	Control	VG_C1	1	6	RFU	0.148606585
VG	VG	Control	VG_C2	2	6	RFU	0.174614109
VG	VG	Control	VG_C3	3	6	RFU	0.118880893
VG	VG	Control	VG_C4	4	6	RFU	0.147066029
VG	VG	Control	VG_C5	5	6	RFU	0.086740809
VG	VG	Copper	VG_Cu1	1	6	RFU	0.01083215
VG	VG	Copper	VG_Cu2	2	6	RFU	0.009907413
VG	VG	Copper	VG_Cu3	3	6	RFU	0.023112903
VG	VG	Copper	VG_Cu4	4	6	RFU	0.018903994
VG	VG	Copper	VG_Cu5	5	6	RFU	0.007982071
VG	RO5AC	Control	RO5AC_VG_C	2	6	RFU	0.144889689
VG	RO5AC	Copper	RO5AC_VG_Cu	2	6	RFU	0.014397773
GP	GP	Control	GP_C1	1	6.01	RFU	0.0015
GP	GP	Control	GP_C2	2	6.01	RFU	0.0015
GP	GP	Control	GP_C3	3	6.01	RFU	0.0015
GP	GP	Control	GP_C4	4	6.01	RFU	0.0015
GP	GP	Control	GP_C5	5	6.01	RFU	NA
GP	GP	Copper	GP_Cu1	1	6.01	RFU	0.00125
GP	GP	Copper	GP_Cu2	2	6.01	RFU	0.00134
GP	GP	Copper	GP_Cu3	3	6.01	RFU	0.0015
GP	GP	Copper	GP_Cu4	4	6.01	RFU	0.001415
GP	GP	Copper	GP_Cu5	5	6.01	RFU	0.00137
GP	RO5AC	Control	RO5AC_GP_C	1	6.01	RFU	0.0015
GP	RO5AC	Copper	RO5AC_GP_Cu	1	6.01	RFU	0.0015
VG	VG	Control	VG_C1	1	6.01	RFU	0.001
VG	VG	Control	VG_C2	2	6.01	RFU	0.001
VG	VG	Control	VG_C3	3	6.01	RFU	0.001
VG	VG	Control	VG_C4	4	6.01	RFU	0.001
VG	VG	Control	VG_C5	5	6.01	RFU	0.001
VG	VG	Copper	VG_Cu1	1	6.01	RFU	0.003
VG	VG	Copper	VG_Cu2	2	6.01	RFU	0.003
VG	VG	Copper	VG_Cu3	3	6.01	RFU	0.003
VG	VG	Copper	VG_Cu4	4	6.01	RFU	0.003
VG	VG	Copper	VG_Cu5	5	6.01	RFU	0.003
VG	RO5AC	Control	RO5AC_VG_C	2	6.01	RFU	0.001
VG	RO5AC	Copper	RO5AC_VG_Cu	2	6.01	RFU	0.003
GP	GP	Control	GP_C1	1	9	RFU	0.217829049
GP	GP	Control	GP_C2	2	9	RFU	0.234999609
GP	GP	Control	GP_C3	3	9	RFU	0.350766353
GP	GP	Control	GP_C4	4	9	RFU	0.279526705
GP	GP	Control	GP_C5	5	9	RFU	NA
GP	GP	Copper	GP_Cu1	1	9	RFU	0.004493111
GP	GP	Copper	GP_Cu2	2	9	RFU	0.003725655
GP	GP	Copper	GP_Cu3	3	9	RFU	0.003425796
GP	GP	Copper	GP_Cu4	4	9	RFU	0.014361164
GP	GP	Copper	GP_Cu5	5	9	RFU	0.003292455
GP	RO5AC	Control	RO5AC_GP_C	1	9	RFU	0.387901689
GP	RO5AC	Copper	RO5AC_GP_Cu	1	9	RFU	0.024497625
VG	VG	Control	VG_C1	1	9	RFU	0.185777525
VG	VG	Control	VG_C2	2	9	RFU	0.170965125
VG	VG	Control	VG_C3	3	9	RFU	0.370229045
VG	VG	Control	VG_C4	4	9	RFU	0.290356365
VG	VG	Control	VG_C5	5	9	RFU	0.526859205
VG	VG	Copper	VG_Cu1	1	9	RFU	0.049110017
VG	VG	Copper	VG_Cu2	2	9	RFU	0.020977057
VG	VG	Copper	VG_Cu3	3	9	RFU	0.018957636
VG	VG	Copper	VG_Cu4	4	9	RFU	0.009910799
VG	VG	Copper	VG_Cu5	5	9	RFU	0.011163181
VG	RO5AC	Control	RO5AC_VG_C	2	9	RFU	0.147116085
VG	RO5AC	Copper	RO5AC_VG_Cu	2	9	RFU	0.001185697
GP	GP	Control	GP_C1	1	9.01	RFU	0.0015
GP	GP	Control	GP_C2	2	9.01	RFU	0.0015
GP	GP	Control	GP_C3	3	9.01	RFU	0.0015
GP	GP	Control	GP_C4	4	9.01	RFU	0.0015
GP	GP	Control	GP_C5	5	9.01	RFU	0.0015
GP	GP	Copper	GP_Cu1	1	9.01	RFU	0.0015
GP	GP	Copper	GP_Cu2	2	9.01	RFU	0.001250596
GP	GP	Copper	GP_Cu3	3	9.01	RFU	0.0015
GP	GP	Copper	GP_Cu4	4	9.01	RFU	0.0015
GP	GP	Copper	GP_Cu5	5	9.01	RFU	0.00131576
GP	RO5AC	Control	RO5AC_GP_C	1	9.01	RFU	0.0015
GP	RO5AC	Copper	RO5AC_GP_Cu	1	9.01	RFU	0.0015
VG	VG	Control	VG_C1	1	9.01	RFU	0.0005
VG	VG	Control	VG_C2	2	9.01	RFU	0.0005
VG	VG	Control	VG_C3	3	9.01	RFU	0.0005
VG	VG	Control	VG_C4	4	9.01	RFU	0.0005
VG	VG	Control	VG_C5	5	9.01	RFU	0.0005
VG	VG	Copper	VG_Cu1	1	9.01	RFU	0.003
VG	VG	Copper	VG_Cu2	2	9.01	RFU	0.003
VG	VG	Copper	VG_Cu3	3	9.01	RFU	0.003
VG	VG	Copper	VG_Cu4	4	9.01	RFU	0.003
VG	VG	Copper	VG_Cu5	5	9.01	RFU	0.003
VG	RO5AC	Control	RO5AC_VG_C	2	9.01	RFU	0.0005
VG	RO5AC	Copper	RO5AC_VG_Cu	2	9.01	RFU	0.003
GP	GP	Control	GP_C1	1	12	RFU	0.222446239
GP	GP	Control	GP_C2	2	12	RFU	0.198251479
GP	GP	Control	GP_C3	3	12	RFU	0.175446239
GP	GP	Control	GP_C4	4	12	RFU	0.234546159
GP	GP	Control	GP_C5	5	12	RFU	0.170791599
GP	GP	Copper	GP_Cu1	1	12	RFU	0.002374207
GP	GP	Copper	GP_Cu2	2	12	RFU	0.012064906
GP	GP	Copper	GP_Cu3	3	12	RFU	0.005449052
GP	GP	Copper	GP_Cu4	4	12	RFU	0.004083863
GP	GP	Copper	GP_Cu5	5	12	RFU	0.003943599
GP	RO5AC	Control	RO5AC_GP_C	1	12	RFU	0.211777479
GP	RO5AC	Copper	RO5AC_GP_Cu	1	12	RFU	0.010705317
VG	VG	Control	VG_C1	1	12	RFU	0.057371559
VG	VG	Control	VG_C2	2	12	RFU	0.058514267
VG	VG	Control	VG_C3	3	12	RFU	0.064844427
VG	VG	Control	VG_C4	4	12	RFU	0.062614859
VG	VG	Control	VG_C5	5	12	RFU	0.061038919
VG	VG	Copper	VG_Cu1	1	12	RFU	0.020515171
VG	VG	Copper	VG_Cu2	2	12	RFU	0.030064239
VG	VG	Copper	VG_Cu3	3	12	RFU	0.006493275
VG	VG	Copper	VG_Cu4	4	12	RFU	0.013659326
VG	VG	Copper	VG_Cu5	5	12	RFU	0.009971668
VG	RO5AC	Control	RO5AC_VG_C	2	12	RFU	0.049110751
VG	RO5AC	Copper	RO5AC_VG_Cu	2	12	RFU	-8.85E-06
GP	GP	Control	GP_C1	1	12.01	RFU	0.0015
GP	GP	Control	GP_C2	2	12.01	RFU	0.0015
GP	GP	Control	GP_C3	3	12.01	RFU	0.0015
GP	GP	Control	GP_C4	4	12.01	RFU	0.0015
GP	GP	Control	GP_C5	5	12.01	RFU	0.0015
GP	GP	Copper	GP_Cu1	1	12.01	RFU	0.0015
GP	GP	Copper	GP_Cu2	2	12.01	RFU	0.0015
GP	GP	Copper	GP_Cu3	3	12.01	RFU	0.0015
GP	GP	Copper	GP_Cu4	4	12.01	RFU	0.0015
GP	GP	Copper	GP_Cu5	5	12.01	RFU	0.001370918
GP	RO5AC	Control	RO5AC_GP_C	1	12.01	RFU	0.0015
GP	RO5AC	Copper	RO5AC_GP_Cu	1	12.01	RFU	0.0015
VG	VG	Control	VG_C1	1	12.01	RFU	0.0005
VG	VG	Control	VG_C2	2	12.01	RFU	0.0005
VG	VG	Control	VG_C3	3	12.01	RFU	0.0005
VG	VG	Control	VG_C4	4	12.01	RFU	0.0005
VG	VG	Control	VG_C5	5	12.01	RFU	0.0005
VG	VG	Copper	VG_Cu1	1	12.01	RFU	0.0018
VG	VG	Copper	VG_Cu2	2	12.01	RFU	0.003
VG	VG	Copper	VG_Cu3	3	12.01	RFU	0.0027
VG	VG	Copper	VG_Cu4	4	12.01	RFU	0.0036
VG	VG	Copper	VG_Cu5	5	12.01	RFU	0.0013
VG	RO5AC	Control	RO5AC_VG_C	2	12.01	RFU	0.0005
VG	RO5AC	Copper	RO5AC_VG_Cu	2	12.01	RFU	0.003
GP	GP	Control	GP_C1	1	15	RFU	0.290935809
GP	GP	Control	GP_C2	2	15	RFU	0.390822249
GP	GP	Control	GP_C3	3	15	RFU	0.418244289
GP	GP	Control	GP_C4	4	15	RFU	0.357820929
GP	GP	Control	GP_C5	5	15	RFU	0.330805969
GP	GP	Copper	GP_Cu1	1	15	RFU	0.050724509
GP	GP	Copper	GP_Cu2	2	15	RFU	0.055330133
GP	GP	Copper	GP_Cu3	3	15	RFU	0.083860293
GP	GP	Copper	GP_Cu4	4	15	RFU	0.181822889
GP	GP	Copper	GP_Cu5	5	15	RFU	0.080385973
GP	RO5AC	Control	RO5AC_GP_C	1	15	RFU	0.226588369
GP	RO5AC	Copper	RO5AC_GP_Cu	1	15	RFU	0.082997549
VG	VG	Control	VG_C1	1	15	RFU	0.10082201
VG	VG	Control	VG_C2	2	15	RFU	0.099244682
VG	VG	Control	VG_C3	3	15	RFU	0.10839265
VG	VG	Control	VG_C4	4	15	RFU	0.089116822
VG	VG	Control	VG_C5	5	15	RFU	0.156312522
VG	VG	Copper	VG_Cu1	1	15	RFU	0.023709162
VG	VG	Copper	VG_Cu2	2	15	RFU	0.02864533
VG	VG	Copper	VG_Cu3	3	15	RFU	0.04872123
VG	VG	Copper	VG_Cu4	4	15	RFU	0.055170422
VG	VG	Copper	VG_Cu5	5	15	RFU	0.00973318
VG	RO5AC	Control	RO5AC_VG_C	2	15	RFU	0.06068489
VG	RO5AC	Copper	RO5AC_VG_Cu	2	15	RFU	0.006591565
GP	GP	Control	GP_C1	1	15.01	RFU	0.0015
GP	GP	Control	GP_C2	2	15.01	RFU	0.0015
GP	GP	Control	GP_C3	3	15.01	RFU	0.0015
GP	GP	Control	GP_C4	4	15.01	RFU	0.0015
GP	GP	Control	GP_C5	5	15.01	RFU	0.0015
GP	GP	Copper	GP_Cu1	1	15.01	RFU	0.0015
GP	GP	Copper	GP_Cu2	2	15.01	RFU	0.0015
GP	GP	Copper	GP_Cu3	3	15.01	RFU	0.0015
GP	GP	Copper	GP_Cu4	4	15.01	RFU	0.0015
GP	GP	Copper	GP_Cu5	5	15.01	RFU	0.0015
GP	RO5AC	Control	RO5AC_GP_C	1	15.01	RFU	0.0015
GP	RO5AC	Copper	RO5AC_GP_Cu	1	15.01	RFU	0.0015
VG	VG	Control	VG_C1	1	15.01	RFU	0.0005
VG	VG	Control	VG_C2	2	15.01	RFU	0.0005
VG	VG	Control	VG_C3	3	15.01	RFU	0.0005
VG	VG	Control	VG_C4	4	15.01	RFU	0.0005
VG	VG	Control	VG_C5	5	15.01	RFU	0.0005
VG	VG	Copper	VG_Cu1	1	15.01	RFU	0.00185
VG	VG	Copper	VG_Cu2	2	15.01	RFU	0.00185
VG	VG	Copper	VG_Cu3	3	15.01	RFU	0.0027
VG	VG	Copper	VG_Cu4	4	15.01	RFU	0.003
VG	VG	Copper	VG_Cu5	5	15.01	RFU	0.001
VG	RO5AC	Control	RO5AC_VG_C	2	15.01	RFU	0.0005
VG	RO5AC	Copper	RO5AC_VG_Cu	2	15.01	RFU	0.003
GP	GP	Control	GP_C1	1	16	RFU	0.00726492
GP	GP	Control	GP_C2	2	16	RFU	0.005406048
GP	GP	Control	GP_C3	3	16	RFU	0.008907464
GP	GP	Control	GP_C4	4	16	RFU	0.011118747
GP	GP	Control	GP_C5	5	16	RFU	0.007479805
GP	GP	Copper	GP_Cu1	1	16	RFU	0.001201528
GP	GP	Copper	GP_Cu2	2	16	RFU	0.000862287
GP	GP	Copper	GP_Cu3	3	16	RFU	0.002936559
GP	GP	Copper	GP_Cu4	4	16	RFU	0.00162506
GP	GP	Copper	GP_Cu5	5	16	RFU	0.002447966
GP	RO5AC	Control	RO5AC_GP_C	1	16	RFU	0.01235477
GP	RO5AC	Copper	RO5AC_GP_Cu	1	16	RFU	0.004548679
VG	VG	Control	VG_C1	1	16	RFU	0.003989242
VG	VG	Control	VG_C2	2	16	RFU	0.003626884
VG	VG	Control	VG_C3	3	16	RFU	0.004360888
VG	VG	Control	VG_C4	4	16	RFU	0.00308479
VG	VG	Control	VG_C5	5	16	RFU	0.004028188
VG	VG	Copper	VG_Cu1	1	16	RFU	0.000619748
VG	VG	Copper	VG_Cu2	2	16	RFU	0
VG	VG	Copper	VG_Cu3	3	16	RFU	0.000636866
VG	VG	Copper	VG_Cu4	4	16	RFU	0.002880238
VG	VG	Copper	VG_Cu5	5	16	RFU	0
VG	RO5AC	Control	RO5AC_VG_C	2	16	RFU	0.005715176
VG	RO5AC	Copper	RO5AC_VG_Cu	2	16	RFU	0.000918612
GP	GP	Control	GP_C1	1	17	RFU	0.053794336
GP	GP	Control	GP_C2	2	17	RFU	0.050782592
GP	GP	Control	GP_C3	3	17	RFU	0.065179096
GP	GP	Control	GP_C4	4	17	RFU	0.064590796
GP	GP	Control	GP_C5	5	17	RFU	0.078168592
GP	GP	Copper	GP_Cu1	1	17	RFU	0.008206643
GP	GP	Copper	GP_Cu2	2	17	RFU	0.008155849
GP	GP	Copper	GP_Cu3	3	17	RFU	0.010968463
GP	GP	Copper	GP_Cu4	4	17	RFU	0.010440318
GP	GP	Copper	GP_Cu5	5	17	RFU	0.010252152
GP	RO5AC	Control	RO5AC_GP_C	1	17	RFU	0.08406348
GP	RO5AC	Copper	RO5AC_GP_Cu	1	17	RFU	0.029756348
VG	VG	Control	VG_C1	1	17	RFU	0.017775706
VG	VG	Control	VG_C2	2	17	RFU	0.017820978
VG	VG	Control	VG_C3	3	17	RFU	0.019065058
VG	VG	Control	VG_C4	4	17	RFU	0.028159818
VG	VG	Control	VG_C5	5	17	RFU	0.017691934
VG	VG	Copper	VG_Cu1	1	17	RFU	0.002210521
VG	VG	Copper	VG_Cu2	2	17	RFU	0
VG	VG	Copper	VG_Cu3	3	17	RFU	0.001466866
VG	VG	Copper	VG_Cu4	4	17	RFU	0.002208994
VG	VG	Copper	VG_Cu5	5	17	RFU	0
VG	RO5AC	Control	RO5AC_VG_C	2	17	RFU	0.013806654
VG	RO5AC	Copper	RO5AC_VG_Cu	2	17	RFU	0.000799559
GP	GP	Control	GP_C1	1	18	RFU	0.36052607
GP	GP	Control	GP_C2	2	18	RFU	0.36088355
GP	GP	Control	GP_C3	3	18	RFU	0.46065367
GP	GP	Control	GP_C4	4	18	RFU	0.46476515
GP	GP	Control	GP_C5	5	18	RFU	0.48538459
GP	GP	Copper	GP_Cu1	1	18	RFU	0.049613674
GP	GP	Copper	GP_Cu2	2	18	RFU	0.044851766
GP	GP	Copper	GP_Cu3	3	18	RFU	0.048217902
GP	GP	Copper	GP_Cu4	4	18	RFU	0.112339454
GP	GP	Copper	GP_Cu5	5	18	RFU	0.053389678
GP	RO5AC	Control	RO5AC_GP_C	1	18	RFU	0.40242891
GP	RO5AC	Copper	RO5AC_GP_Cu	1	18	RFU	0.16265673
VG	VG	Control	VG_C1	1	18	RFU	0.154134424
VG	VG	Control	VG_C2	2	18	RFU	0.148944624
VG	VG	Control	VG_C3	3	18	RFU	0.166971184
VG	VG	Control	VG_C4	4	18	RFU	0.214410304
VG	VG	Control	VG_C5	5	18	RFU	0.191641984
VG	VG	Copper	VG_Cu1	1	18	RFU	0.005433697
VG	VG	Copper	VG_Cu2	2	18	RFU	0.0005
VG	VG	Copper	VG_Cu3	3	18	RFU	0.00364023
VG	VG	Copper	VG_Cu4	4	18	RFU	0.015718177
VG	VG	Copper	VG_Cu5	5	18	RFU	0.0005
VG	RO5AC	Control	RO5AC_VG_C	2	18	RFU	0.089832492
VG	RO5AC	Copper	RO5AC_VG_Cu	2	18	RFU	0.003641136
GP	GP	Control	GP_C1	1	18.01	RFU	0.0015
GP	GP	Control	GP_C2	2	18.01	RFU	0.0015
GP	GP	Control	GP_C3	3	18.01	RFU	0.0015
GP	GP	Control	GP_C4	4	18.01	RFU	0.0015
GP	GP	Control	GP_C5	5	18.01	RFU	0.0015
GP	GP	Copper	GP_Cu1	1	18.01	RFU	0.0015
GP	GP	Copper	GP_Cu2	2	18.01	RFU	0.0015
GP	GP	Copper	GP_Cu3	3	18.01	RFU	0.0015
GP	GP	Copper	GP_Cu4	4	18.01	RFU	0.0015
GP	GP	Copper	GP_Cu5	5	18.01	RFU	0.0015
GP	RO5AC	Control	RO5AC_GP_C	1	18.01	RFU	0.0015
GP	RO5AC	Copper	RO5AC_GP_Cu	1	18.01	RFU	0.0015
VG	VG	Control	VG_C1	1	18.01	RFU	0.0005
VG	VG	Control	VG_C2	2	18.01	RFU	0.0005
VG	VG	Control	VG_C3	3	18.01	RFU	0.0005
VG	VG	Control	VG_C4	4	18.01	RFU	0.0005
VG	VG	Control	VG_C5	5	18.01	RFU	0.0005
VG	VG	Copper	VG_Cu1	1	18.01	RFU	0.0015
VG	VG	Copper	VG_Cu2	2	18.01	RFU	0.003
VG	VG	Copper	VG_Cu3	3	18.01	RFU	0.002
VG	VG	Copper	VG_Cu4	4	18.01	RFU	0.003
VG	VG	Copper	VG_Cu5	5	18.01	RFU	0.003
VG	RO5AC	Control	RO5AC_VG_C	2	18.01	RFU	0.0005
VG	RO5AC	Copper	RO5AC_VG_Cu	2	18.01	RFU	0.003
GP	GP	Control	GP_C1	1	21	RFU	0.240616098
GP	GP	Control	GP_C2	2	21	RFU	0.232770658
GP	GP	Control	GP_C3	3	21	RFU	0.367323538
GP	GP	Control	GP_C4	4	21	RFU	0.321009858
GP	GP	Control	GP_C5	5	21	RFU	0.357571058
GP	GP	Copper	GP_Cu1	1	21	RFU	0.033661346
GP	GP	Copper	GP_Cu2	2	21	RFU	0.023508158
GP	GP	Copper	GP_Cu3	3	21	RFU	0.01172772
GP	GP	Copper	GP_Cu4	4	21	RFU	0.069552866
GP	GP	Copper	GP_Cu5	5	21	RFU	0.025957382
GP	RO5AC	Control	RO5AC_GP_C	1	21	RFU	0.870043378
GP	RO5AC	Copper	RO5AC_GP_Cu	1	21	RFU	0.074579086
VG	VG	Control	VG_C1	1	21	RFU	0.0843135
VG	VG	Control	VG_C2	2	21	RFU	0.089334276
VG	VG	Control	VG_C3	3	21	RFU	0.110083696
VG	VG	Control	VG_C4	4	21	RFU	0.09128152
VG	VG	Control	VG_C5	5	21	RFU	0.073209708
VG	VG	Copper	VG_Cu1	1	21	RFU	0.039127344
VG	VG	Copper	VG_Cu2	2	21	RFU	0.05390106
VG	VG	Copper	VG_Cu3	3	21	RFU	0.02431388
VG	VG	Copper	VG_Cu4	4	21	RFU	0.052968412
VG	VG	Copper	VG_Cu5	5	21	RFU	0.029734412
VG	RO5AC	Control	RO5AC_VG_C	2	21	RFU	0.084302584
VG	RO5AC	Copper	RO5AC_VG_Cu	2	21	RFU	0.003525213
GP	GP	Control	GP_C1	1	21.01	RFU	0.0005
GP	GP	Control	GP_C2	2	21.01	RFU	0.0005
GP	GP	Control	GP_C3	3	21.01	RFU	0.0005
GP	GP	Control	GP_C4	4	21.01	RFU	0.0005
GP	GP	Control	GP_C5	5	21.01	RFU	0.0005
GP	GP	Copper	GP_Cu1	1	21.01	RFU	0.003
GP	GP	Copper	GP_Cu2	2	21.01	RFU	0.003
GP	GP	Copper	GP_Cu3	3	21.01	RFU	0.003
GP	GP	Copper	GP_Cu4	4	21.01	RFU	0.003
GP	GP	Copper	GP_Cu5	5	21.01	RFU	0.003
GP	RO5AC	Control	RO5AC_GP_C	1	21.01	RFU	0.0005
GP	RO5AC	Copper	RO5AC_GP_Cu	1	21.01	RFU	0.003
VG	VG	Control	VG_C1	1	21.01	RFU	0.0005
VG	VG	Control	VG_C2	2	21.01	RFU	0.0005
VG	VG	Control	VG_C3	3	21.01	RFU	0.0005
VG	VG	Control	VG_C4	4	21.01	RFU	0.0005
VG	VG	Control	VG_C5	5	21.01	RFU	0.0005
VG	VG	Copper	VG_Cu1	1	21.01	RFU	0.003
VG	VG	Copper	VG_Cu2	2	21.01	RFU	0.003
VG	VG	Copper	VG_Cu3	3	21.01	RFU	0.003
VG	VG	Copper	VG_Cu4	4	21.01	RFU	0.003
VG	VG	Copper	VG_Cu5	5	21.01	RFU	0.003
VG	RO5AC	Control	RO5AC_VG_C	2	21.01	RFU	0.0005
VG	RO5AC	Copper	RO5AC_VG_Cu	2	21.01	RFU	0.0015
GP	GP	Control	GP_C1	1	24	RFU	0.120690681
GP	GP	Control	GP_C2	2	24	RFU	0.143686577
GP	GP	Control	GP_C3	3	24	RFU	0.236823017
GP	GP	Control	GP_C4	4	24	RFU	0.151796569
GP	GP	Control	GP_C5	5	24	RFU	0.183504857
GP	GP	Copper	GP_Cu1	1	24	RFU	0.161166837
GP	GP	Copper	GP_Cu2	2	24	RFU	0.135182689
GP	GP	Copper	GP_Cu3	3	24	RFU	0.120485633
GP	GP	Copper	GP_Cu4	4	24	RFU	0.340325817
GP	GP	Copper	GP_Cu5	5	24	RFU	0.216690657
GP	RO5AC	Control	RO5AC_GP_C	1	24	RFU	0.106351473
GP	RO5AC	Copper	RO5AC_GP_Cu	1	24	RFU	0.205783617
VG	VG	Control	VG_C1	1	24	RFU	0.090883491
VG	VG	Control	VG_C2	2	24	RFU	0.096234279
VG	VG	Control	VG_C3	3	24	RFU	0.093931479
VG	VG	Control	VG_C4	4	24	RFU	0.109828611
VG	VG	Control	VG_C5	5	24	RFU	0.130872271
VG	VG	Copper	VG_Cu1	1	24	RFU	0.039956147
VG	VG	Copper	VG_Cu2	2	24	RFU	0.016869451
VG	VG	Copper	VG_Cu3	3	24	RFU	0.065121087
VG	VG	Copper	VG_Cu4	4	24	RFU	0.077932503
VG	VG	Copper	VG_Cu5	5	24	RFU	0.053647175
VG	RO5AC	Control	RO5AC_VG_C	2	24	RFU	0.063228767
VG	RO5AC	Copper	RO5AC_VG_Cu	2	24	RFU	0.001183275
GP	GP	Control	GP_C1	1	24.01	RFU	0.0005
GP	GP	Control	GP_C2	2	24.01	RFU	0.0005
GP	GP	Control	GP_C3	3	24.01	RFU	0.0005
GP	GP	Control	GP_C4	4	24.01	RFU	0.0005
GP	GP	Control	GP_C5	5	24.01	RFU	0.0005
GP	GP	Copper	GP_Cu1	1	24.01	RFU	0.003
GP	GP	Copper	GP_Cu2	2	24.01	RFU	0.003
GP	GP	Copper	GP_Cu3	3	24.01	RFU	0.003
GP	GP	Copper	GP_Cu4	4	24.01	RFU	0.003
GP	GP	Copper	GP_Cu5	5	24.01	RFU	0.003
GP	RO5AC	Control	RO5AC_GP_C	1	24.01	RFU	0.0005
GP	RO5AC	Copper	RO5AC_GP_Cu	1	24.01	RFU	0.003
VG	VG	Control	VG_C1	1	24.01	RFU	0.0005
VG	VG	Control	VG_C2	2	24.01	RFU	0.0005
VG	VG	Control	VG_C3	3	24.01	RFU	0.0005
VG	VG	Control	VG_C4	4	24.01	RFU	0.0005
VG	VG	Control	VG_C5	5	24.01	RFU	0.0005
VG	VG	Copper	VG_Cu1	1	24.01	RFU	0.003
VG	VG	Copper	VG_Cu2	2	24.01	RFU	0.003
VG	VG	Copper	VG_Cu3	3	24.01	RFU	0.003
VG	VG	Copper	VG_Cu4	4	24.01	RFU	0.003
VG	VG	Copper	VG_Cu5	5	24.01	RFU	0.003
VG	RO5AC	Control	RO5AC_VG_C	2	24.01	RFU	0.0005
VG	RO5AC	Copper	RO5AC_VG_Cu	2	24.01	RFU	0.0015
GP	GP	Control	GP_C1	1	27	RFU	0.153016896
GP	GP	Control	GP_C2	2	27	RFU	0.148312348
GP	GP	Control	GP_C3	3	27	RFU	0.174687188
GP	GP	Control	GP_C4	4	27	RFU	0.194997468
GP	GP	Control	GP_C5	5	27	RFU	0.200509188
GP	GP	Copper	GP_Cu1	1	27	RFU	0.145539948
GP	GP	Copper	GP_Cu2	2	27	RFU	0.08021072
GP	GP	Copper	GP_Cu3	3	27	RFU	0.051438924
GP	GP	Copper	GP_Cu4	4	27	RFU	0.151874548
GP	GP	Copper	GP_Cu5	5	27	RFU	0.183428788
GP	RO5AC	Control	RO5AC_GP_C	1	27	RFU	0.219057628
GP	RO5AC	Copper	RO5AC_GP_Cu	1	27	RFU	0.169204668
