Barcode	Total
P21502_101_C2W24_1	3164
P21502_101_C2W24_2	14
P21502_102_C2W24_1	3164
P21502_102_C2W24_2	0
P21502_103_C2W24_1	6675
P21502_103_C2W24_2	586
P21502_104_C2W24_1	3119
P21502_104_C2W24_2	430
P21502_105_C2W24_1	1608
P21502_105_C2W24_2	6675
P21502_108_C2W24_1	3119
P21502_108_C2W24_2	93
P21502_109_C2W24_1	0
P21502_109_C2W24_2	0
P21502_111_C2W24_1	2427
P21502_112_C2W24_1	3119
P21502_112_C2W24_2	430
P21502_113_C2W24_1	6675
P21502_113_C2W24_2	1608
P21502_114_C2W24_1	784
P21502_115_C2W24_1	784
P21502_116_C2W24_1	0
P21502_116_C2W24_2	586
P21502_117_C2W24_1	11
P21502_117_C2W24_2	0
P21502_118_C2W24_1	1608
P21502_118_C2W24_2	0
P21502_119_C2W24_1	0
P21502_119_C2W24_2	0
P21502_120_C2W24_1	1815
P21502_120_C2W24_2	2427
P21502_121_C2W24_1	27
P21502_121_C2W24_2	0
P21502_122_C2W24_1	14
P21502_122_C2W24_2	0
P21502_123_C2W24_1	2427
P21502_123_C2W24_2	0
P21502_124_C2W24_1	3119
P21502_124_C2W24_2	784
P21502_125_C2W24_1	3
P21502_125_C2W24_2	93
P21502_126_C2W24_1	0
P21502_127_C2W24_1	0
P21502_127_C2W24_2	0
P21502_128_C2W24_1	784
P21502_128_C2W24_2	0
P21502_107_C2W24_1	0
P21502_107_C2W24_2	586
P21502_110_C2W24_1	0
P21502_129_C2W24_1	784
P21502_129_C2W24_2	58
P21502_130_C2W24_1	2451
P21502_130_C2W24_2	48
P21502_131_C2W24_1	39
P21502_132_C2W24_1	1608
P21502_132_C2W24_2	48
P21502_133_C2W24_1	3164
P21502_133_C2W24_2	0
P21502_134_C2W24_1	815
P21502_134_C2W24_2	135
P21502_135_C2W24_1	1815
P21502_135_C2W24_2	0
P21502_136_C2W24_1	6675
P21502_136_C2W24_2	784
P21502_137_C2W24_1	1257
P21502_137_C2W24_2	93
P21502_138_C2W24_1	960
P21502_139_C2W24_1	3164
P21502_139_C2W24_2	164
P21502_140_C2W24_1	586
P21502_141_C2W24_1	371
P21502_141_C2W24_2	61
P21502_141_C2W24_3	0
P21502_142_C2W24_1	0
P21502_143_C2W24_1	1608
P21502_143_C2W24_2	987
P21502_144_C2W24_1	549
P21502_144_C2W24_2	16
P21502_145_C2W24_1	6675
P21502_146_C2W24_1	1179
P21502_146_C2W24_2	430
P21502_146_C2W24_3	1366
P21502_147_C2W24_1	93
P21502_148_C2W24_1	3119
P21502_148_C2W24_2	2427
P21502_149_C2W24_1	0
P21502_149_C2W24_2	0
P21502_149_C2W24_3	0
P21502_150_C2W24_1	1336
P21502_151_C2W24_1	2427
P21502_151_C2W24_2	133
P21502_152_C2W24_1	0
P21502_153_C2W24_1	1366
P21502_153_C2W24_2	430
P21502_154_C2W24_1	6675
P21502_155_C2W24_1	165
P21502_155_C2W24_2	4
P21502_156_C2W24_1	3164
P21502_156_C2W24_2	0
P21502_156_C2W24_3	0
